RowName,BuffID,BuffDebuffType,BuffDisableTagArray,IsDisplay,DisplayName,Description,IsInstant,Duration,DurationMultAttr,BuffApplyAttributeType,BasicBuffIDArray,TagContainer,BuffType,StackType,bOnlyRefreshTime,StackPart,MaxStackCount,RemoveBuffTypeArray,RemoveBuffNum,RestrainBuffTypeArray,MaxValidNum,CancelBuffTypeArray,ActionConfigs,AddBuffsOnRemove,BuffIconPath,HasTriggerCD,TriggerCDTime,AddTips,RemoveTips,Priority,BuffConflictTag,HurtRemove,HurtPauseTime,NeedRemoveSucess,OnlyTipsButNoShowInBuffList,ImmunityType,TriggerCounter,ContinueTime,bDifferTeam,ImmunityBuffId,ReplaceBuffId,RowDescription
501010,501010,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501010,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501011,501011,ECharacterBuffDebuffType::Buff,,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),AbilityAssultCD,EStackType::Unable,False,,1,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
1000027,1000027,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EInWater,False,,,False,0.03,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,1000027,(),FiringBleeding,EStackType::Unable,False,,9,,0,,1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0137.Buffer_Icon_0137, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
1000028,1000028,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EInWater,True,,,False,2,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,1000028,(),FiringBleeding,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0137.Buffer_Icon_0137, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
1000029,1000029,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EInWater,True,,,False,2,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,1000029,(),FiringBleeding,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0137.Buffer_Icon_0137, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501012,501012,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501012,(),C501Passive,EStackType::Unable,False,,1,,0,LegInjured; 102017,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0184.Buffer_Icon_0184, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501013,501013,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath,False,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501013,(),FiringBleeding,EStackType::Unable,False,,9,,0,,1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0137.Buffer_Icon_0137, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501014,501014,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath; EBuffDisableTag::EInWater,True,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501014,(),FiringBleeding,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0137.Buffer_Icon_0137, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501015,501015,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EInWater,False,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501015,(),FiringBleeding,EStackType::Unable,False,,9,,0,,1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0137.Buffer_Icon_0137, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501016,501016,ECharacterBuffDebuffType::Unknow,,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501016,(),C501Medic,EStackType::Unable,False,,0,,0,ReloadSpeed15%; ReloadSpeed20%; ReloadSpeed25%; ReloadSpeed30%,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0185.Buffer_Icon_0185, SubPath=)",False,0,,,0,C501MedicConflict,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
600101,600101,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,5,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),RemoteVehicleMarkSelf,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
