RowName,MapID,DisplayName,LevelName,SubWorldName,LevelFullPath,TargetKillCount,MaxMatchDuration,bAddToCook,bShowInMapSelection,bUseFastNetFrame,MapDesc,bStreamingLevel,bUsePSOCache,bInGameLevel,bShouldWaitingAllPlayerLoadComplete,DoorKeyConsumeMultiple,RowDescription
228,228,,Tide_Automation,,/Game/Maps/SceneAutomation/Tide_Automation/Tide_Automation,1000,1800,True,True,True,,True,True,True,False,1,None
229,229,,Naval_Automation,,/Game/Maps/SceneAutomation/Naval_Automation/Naval_Automation,1000,1800,True,True,True,,True,True,True,False,1,None
230,230,,Fault_Automation,,/Game/Maps/SceneAutomation/Fault_Automation/Fault_Automation,1000,1800,True,True,True,,True,True,True,False,1,None
231,231,,Monument_Automation,,/Game/Maps/SceneAutomation/Monument_Automation/Monument_Automation,1000,1800,True,True,True,,True,True,True,False,1,None
240,240,,Dam_Water_Automation,,/Game/Maps/SceneAutomation/Dam_Water_Automation/Dam_Water_Automation,1000,1800,True,True,True,,True,True,True,False,1,None
243,243,,Collapse_Automation,,/Game/Maps/SceneAutomation/Collapse_Automation/Collapse_Automation,1000,1800,True,True,True,,True,True,True,False,1,None
116,116,,Iceland_Siege,,/Game/Maps/Iceland_Siege/Iceland_Siege,80,1800,True,True,True,,False,False,False,False,1,None
117,117,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
118,118,,Cracked_Siege,,/Game/Maps/Cracked_Siege/Cracked_Siege,80,1800,True,True,True,,False,False,False,False,1,None
119,119,,Cracked_Conquest,,/Game/Maps/Cracked_Conquest/Cracked_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
121,121,,Crest_Breakthrough,,/Game/Maps/Crest_Breakthrough/Crest_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
122,122,,Crest_Conquest,,/Game/Maps/Crest_Conquest/Crest_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
123,123,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
1121,1121,,Crest_In,,/Game/Maps/Crest_In/Crest_In,80,1800,True,True,True,,False,False,False,False,1,None
124,124,,Shafted_TacticalConquest,,/Game/Maps/Shafted_TacticalConquest/Shafted_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
125,125,,Shafted_Siege,,/Game/Maps/Shafted_Siege/Shafted_Siege,80,1800,False,True,True,,False,False,False,False,1,None
126,126,,Gibraltar_Siege,,/Game/Maps/Gibraltar_Siege/Gibraltar_Siege,80,1800,True,True,True,,False,False,False,False,1,None
127,127,,Retrowar_TacticalConquest,,/Game/Maps/Retrowar_TacticalConquest/Retrowar_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
128,128,,Retrowar_Siege,,/Game/Maps/Retrowar_Siege/Retrowar_Siege,80,1800,True,True,True,,False,False,False,False,1,None
129,129,,Cracked_Warehouse,,/Game/Maps/Cracked_Warehouse/Cracked_Warehouse,80,1800,True,True,True,,False,False,False,False,1,None
2211,2211,,Dam_Iris_Level11,Dam_Iris_Level11,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,1,None
2212,2212,,Dam_Iris_Level12,Dam_Iris_Level12,/Game/Maps/Iris_Entry/Iris_Entry,0,1500,False,False,True,,True,True,True,False,2,None
130,130,,Iceland_Breakthrough,,/Game/Maps/Iceland_Breakthrough/Iceland_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
131,131,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
132,132,,Iceland_Breakthrough,,/Game/Maps/Iceland_Breakthrough/Iceland_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
133,133,,Cracked_Breakthrough,,/Game/Maps/Cracked_Breakthrough/Cracked_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
134,134,,Cracked_Conquest,,/Game/Maps/Cracked_Conquest/Cracked_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
232,232,,Iceland_Breakthrough,,/Game/Maps/Iceland_Breakthrough/Iceland_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
233,233,,Cracked_Breakthrough,,/Game/Maps/Cracked_Breakthrough/Cracked_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
234,234,,Gibraltar_Breakthrough,,/Game/Maps/Gibraltar_Breakthrough/Gibraltar_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
235,235,,Shafted_Breakthrough,,/Game/Maps/Shafted_Breakthrough/Shafted_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
236,236,,Retrowar_Breakthrough,,/Game/Maps/Retrowar_Breakthrough/Retrowar_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
237,237,,Derail_Breakthrough,,/Game/Maps/Derail_Breakthrough/Derail_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
238,238,,Crest_Breakthrough,,/Game/Maps/Crest_Breakthrough/Crest_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
239,239,,,,,80,1800,True,True,True,,False,False,False,False,1,None
2401,2401,,Retrowar_Conquest,,/Game/Maps/Retrowar_Conquest/Retrowar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2402,2402,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2403,2403,,Cracked_Conquest,,/Game/Maps/Cracked_Conquest/Cracked_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2404,2404,,Derail_Conquest,,/Game/Maps/Derail_Conquest/Derail_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2405,2405,,Gibraltar_Conquest,,/Game/Maps/Gibraltar_Conquest/Gibraltar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2406,2406,,Crest_Conquest,,/Game/Maps/Crest_Conquest/Crest_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2407,2407,,Shafted_Conquest,,/Game/Maps/Shafted_Conquest/Shafted_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
227,227,,Retrowar_Conquest,,/Game/Maps/Retrowar_Conquest/Retrowar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
10001,10001,,OWL_BlackHawkDown_01,10001,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
10002,10002,,OWL_BlackHawkDown_02,10002,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
10003,10003,,OWL_BlackHawkDown_03,10003,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
10004,10004,,OWL_BlackHawkDown_04,10004,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
10005,10005,,OWL_BlackHawkDown_05,10005,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
10006,10006,,OWL_BlackHawkDown_06,10006,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
10007,10007,,OWL_BlackHawkDown_07,10007,/Game/Map/BlackHawkDown/OWL_BlackHawkDown_01,0,1200,False,False,True,,True,True,True,False,1,None
136,136,,Derail_TacticalConquest,,/Game/Maps/Derail_TacticalConquest/Derail_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
137,137,,Derail_Siege,,/Game/Maps/Derail_Siege/Derail_Siege,80,1800,True,True,True,,False,False,False,False,1,None
401,401,,Iceland_CaptureTheFlag,,/Game/Maps/Iceland_CaptureTheFlag/Iceland_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
402,402,,Cracked_CaptureTheFlag,,/Game/Maps/Cracked_CaptureTheFlag/Cracked_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
403,403,,Retrowar_CaptureTheFlag,,/Game/Maps/Retrowar_CaptureTheFlag/Retrowar_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
301,301,,NavalBattle,,/Game/Maps/NavalBattle/NavalBattle,80,1800,True,True,True,,False,False,False,False,1,None
302,302,,NavalBattle_Breakthrough,,/Game/Maps/NavalBattle_Breakthrough/NavalBattle_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
303,303,,NavalBattle_Conquest,,/Game/Maps/NavalBattle_Conquest/NavalBattle_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
304,304,,NavalBattle_TacticalConquest,,/Game/Maps/NavalBattle_TacticalConquest/NavalBattle_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
305,305,,NavalBattle_Siege,,/Game/Maps/NavalBattle_Siege/NavalBattle_Siege,80,1800,True,True,True,,False,False,False,False,1,None
306,306,,NavalBattle_ArmoredWar,,/Game/Maps/NavalBattle_ArmoredWar/NavalBattle_ArmoredWar,80,1800,True,True,True,,False,False,False,False,1,None
9921,9921,,TestMap_SolArena,,/Game/Maps/TestMap/GameTest/TestMap_SolArena,0,1800,True,True,True,,False,False,False,False,1,None
138,138,,Monument_Breakthrough,,/Game/Maps/Monument_Breakthrough/Monument_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
139,139,,Monument_Conquest,,/Game/Maps/Monument_Conquest/Monument_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
140,140,,Monument_TacticalConquest,,/Game/Maps/Monument_TacticalConquest/Monument_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
141,141,,Monument_Siege,,/Game/Maps/Monument_Siege/Monument_Siege,80,1800,True,True,True,,False,False,False,False,1,None
142,142,,Monument_Breakthrough,,/Game/Maps/Monument_Breakthrough/Monument_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
143,143,,Monument_Conquest,,/Game/Maps/Monument_ConquestMonument_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
144,144,,Monument_CaptureTheFlag,,,80,1800,True,True,True,,False,False,False,False,1,None
1921,1921,,Forrest_Level21,Forrest_Level21,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,1,None
1922,1922,,Forrest_Level22,Forrest_Level22,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,1,None
3921,3921,,SpaceCenter_Level21,SpaceCenter_Level21,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,True,True,,True,True,True,False,2,None
3922,3922,,SpaceCenter_Level22,SpaceCenter_Level22,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,True,True,,True,True,True,False,2,None
2221,2221,,Dam_Iris_Level21,Dam_Iris_Level21,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,True,True,,True,True,True,False,1,None
2222,2222,,Dam_Iris_Level22,Dam_Iris_Level22,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,2,None
8121,8121,,Brakkesh_Level21,Brakkesh_Level21,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,True,True,,True,True,True,False,1,None
8122,8122,,Brakkesh_Level22,Brakkesh_Level22,/Game/Maps/Iris_Entry/Iris_Entry,0,9999,False,False,True,,True,True,True,False,2,None
145,145,,Collapse_Breakthrough,,/Game/Maps/Collapse_Breakthrough/Collapse_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
146,146,,Collapse_Conquest,,/Game/Maps/Collapse_Conquest/Collapse_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
147,147,,Collapse_TacticalConquest,,/Game/Maps/Collapse_TacticalConquest/Collapse_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
148,148,,Collapse_Siege,,/Game/Maps/Collapse_Siege/Collapse_Siege,80,1800,True,True,True,,False,False,False,False,1,None
1451,1451,,Collapse_CBD,,/Game/Maps/Collapse_CBD/Collapse_CBD,80,1800,True,True,True,,False,False,False,False,1,None
1452,1452,,Collapse_BigEvent,,/Game/Maps/Collapse_BigEvent/Collapse_BigEvent,80,1800,True,True,True,,False,False,False,False,1,None
1453,1453,,Collapse_GasStation,,/Game/Maps/Collapse_GasStation/Collapse_GasStation,80,1800,True,True,True,,False,False,False,False,1,None
1454,1454,,Collapse_SmallEvent,,/Game/Maps/Collapse_SmallEvent/Collapse_SmallEvent,80,1800,True,True,True,,False,False,False,False,1,None
1455,1455,,Collapse_CBD_Back,,/Game/Maps/Collapse_CBD_Back/Collapse_CBD_Back,80,1800,True,True,True,,False,False,False,False,1,None
1456,1456,,Collapse_CBD_Front,,/Game/Maps/Collapse_CBD_Front/Collapse_CBD_Front,80,1800,True,True,True,,False,False,False,False,1,None
1457,1457,,Collapse_GasStation_Foliage,,/Game/Maps/Collapse_GasStation_Foliage/Collapse_GasStation_Foliage,80,1800,True,True,True,,False,False,False,False,1,None
501,501,,Shafted_TacticalConquest,,/Game/Maps/Shafted_TacticalConquest/Shafted_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
502,502,,Iceland_TacticalConquest,,/Game/Maps/Iceland_TacticalConquest/Iceland_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
503,503,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
504,504,,Cracked_Siege,,/Game/Maps/Cracked_Siege/Cracked_Siege,80,1800,True,True,True,,False,False,False,False,1,None
505,505,,Retrowar_Siege,,/Game/Maps/Retrowar_Siege/Retrowar_Siege,80,1800,True,True,True,,False,False,False,False,1,None
506,506,,Gibraltar_Siege,,/Game/Maps/Gibraltar_Siege/Gibraltar_Siege,80,1800,True,True,True,,False,False,False,False,1,None
507,507,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
508,508,,Cracked_Conquest,,/Game/Maps/Cracked_Conquest/Cracked_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
509,509,,Derail_Conquest,,/Game/Maps/Derail_Conquest/Derail_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
510,510,,Derail_Conquest,,/Game/Maps/Derail_Conquest/Derail_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
511,511,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
512,512,,Gibraltar_Conquest,,/Game/Maps/Gibraltar_Conquest/Gibraltar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
513,513,,Shafted_TacticalConquest,,/Game/Maps/Shafted_TacticalConquest/Shafted_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
514,514,,Crest_TacticalConquest,,/Game/Maps/Crest_TacticalConquest/Crest_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
515,515,,Retrowar_TacticalConquest,,/Game/Maps/Retrowar_TacticalConquest/Retrowar_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
516,516,,Retrowar_Siege,,/Game/Maps/Retrowar_Siege/Retrowar_Siege,80,1800,True,True,True,,False,False,False,False,1,None
517,517,,Iceland_Siege,,/Game/Maps/Iceland_Siege/Iceland_Siege,80,1800,True,True,True,,False,False,False,False,1,None
518,518,,Iceland_CaptureTheFlag,,/Game/Maps/Iceland_CaptureTheFlag/Iceland_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
519,519,,Cracked_CaptureTheFlag,,/Game/Maps/Cracked_CaptureTheFlag/Cracked_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
520,520,,Retrowar_CaptureTheFlag,,/Game/Maps/Retrowar_CaptureTheFlag/Retrowar_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
521,521,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
522,522,,Gibraltar_Conquest,,/Game/Maps/Gibraltar_Conquest/Gibraltar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
523,523,,Derail_Conquest,,/Game/Maps/Derail_Conquest/Derail_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
524,524,,Cracked_Conquest,,/Game/Maps/Cracked_Conquest/Cracked_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
525,525,,Retrowar_Conquest,,/Game/Maps/Retrowar_Conquest/Retrowar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
681,681,,Gym_Breakthrough,,/Game/Maps/TestMap/3CTest/Gym_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
770,770,,PrecomputedVisibilityDownsampled,,/Game/Maps/BuildMaps/Cracked/Runtime/Batch_PrecomputedVisibility/PrecomputedVisibilityDownsampled,0,0,True,False,False,,False,False,False,False,0,None
771,771,,PrecomputedVisibility,,/Game/Maps/BuildMaps/Cracked/Runtime/Batch_PrecomputedVisibility/PrecomputedVisibility,0,0,True,False,False,,False,False,False,False,0,None
772,772,,Iceland_Tower,,/Game/Maps/Iceland_Tower/Iceland_Tower,80,1800,True,True,True,,False,False,False,False,1,None
773,773,,Iceland_TowerB,,/Game/Maps/Iceland_TowerB/Iceland_TowerB,80,1800,True,True,True,,False,False,False,False,1,None
774,774,,Iceland_BigEvent,,/Game/Maps/Iceland_BigEvent/Iceland_BigEvent,80,1800,True,True,True,,False,False,False,False,1,None
3905,3905,,SpaceCenter_WithEvent,,/Game/Maps/SpaceCenter_DynamicRequest/SpaceCenter_WithEvent_Ma1/SpaceCenter_WithEvent_Ma1,1000,1800,True,True,True,,True,True,True,False,1,None
3906,3906,,SpaceCenter_WithoutEvent,,/Game/Maps/SpaceCenter_DynamicRequest/SpaceCenter_WithoutEvent_Ma1/SpaceCenter_WithoutEvent_Ma1,1000,1800,True,True,True,,True,True,True,False,1,None
150,150,,Fault,,/Game/Maps/Fault/Fault,80,1800,True,True,True,,False,False,False,False,1,None
151,151,,Fault_Breakthrough,,/Game/Maps/Fault_Breakthrough/Fault_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
152,152,,Fault_Conquest,,/Game/Maps/Fault_Conquest/Fault_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
153,153,,Fault_Siege,,/Game/Maps/Fault_Siege/Fault_Siege,80,1800,True,True,True,,False,False,False,False,1,None
154,154,,Fault_TacticalConquest,,/Game/Maps/Fault_TacticalConquest/Fault_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
84,84,,DestructibleItemDemo,,/Game/Maps/TestMap/DestructibleItem/DestructibleItemDemo,0,1800,True,True,True,,True,True,True,False,1,None
310,310,,Suez,,/Game/Maps/Suez/Suez,80,1800,True,True,True,,False,False,False,False,1,None
311,311,,Suez_Breakthrough,,/Game/Maps/Suez_Breakthrough/Suez_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
312,312,,Suez_Conquest,,/Game/Maps/Suez_Conquest/Suez_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
313,313,,Suez_Siege,,/Game/Maps/Suez_Siege/Suez_Siege,80,1800,True,True,True,,False,False,False,False,1,None
314,314,,Suez_TacticalConquest,,/Game/Maps/Suez_TacticalConquest/Suez_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
801,801,,Retrowar_Night_Breakthrough,,/Game/Maps/Retrowar_Night_Breakthrough/Retrowar_Night_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
802,802,,Retrowar_Night_Conquest,,/Game/Maps/Retrowar_Night_Conquest/Retrowar_Night_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
803,803,,Retrowar_Night_CaptureTheFlag,,/Game/Maps/Retrowar_Night_CaptureTheFlag/Retrowar_Night_CaptureTheFlag,80,1800,True,True,True,,False,False,False,False,1,None
804,804,,Retrowar_Night_TacticalConquest,,/Game/Maps/Retrowar_Night_TacticalConquest/Retrowar_Night_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
805,805,,Retrowar_Night_Siege,,/Game/Maps/Retrowar_Night_Siege/Retrowar_Night_Siege,80,1800,True,True,True,,False,False,False,False,1,None
806,806,,Retrowar_Night_Conquest,,/Game/Maps/Retrowar_Night_Conquest/Retrowar_Night_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
776,776,,Everest,,/Game/Maps/Everest/Everest,80,1800,True,True,True,,False,False,False,False,1,None
777,777,,Everest_Breakthrough,,/Game/Maps/Everest_Breakthrough/Everest_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
778,778,,Everest_Conquest,,/Game/Maps/Everest_Conquest/Everest_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
780,780,,Gibraltar_WareHouse,,/Game/Maps/Gibraltar_WareHouse/Gibraltar_WareHouse,80,1800,True,True,True,,False,False,False,False,1,None
782,782,,Gibraltar_WareHouseInside,,/Game/Maps/Gibraltar_WareHouseInside/Gibraltar_WareHouseInside,80,1800,True,True,True,,False,False,False,False,1,None
781,781,,Gibraltar_BigEvent,,/Game/Maps/Gibraltar_BigEvent/Gibraltar_BigEvent,80,1800,True,True,True,,False,False,False,False,1,None
155,155,,Monument,,/Game/Maps/Monument/Monument,80,1800,True,True,True,,False,False,False,False,1,None
156,156,,Kharkiv_Breakthrough,,/Game/Maps/Kharkiv_Breakthrough/Kharkiv_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
601,601,,Iceland_Breakthrough,,/Game/Maps/Iceland_Breakthrough/Iceland_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
602,602,,Cracked_Breakthrough,,/Game/Maps/Cracked_Breakthrough/Cracked_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
603,603,,Gibraltar_Breakthrough,,/Game/Maps/Gibraltar_Breakthrough/Gibraltar_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
604,604,,Shafted_Breakthrough,,/Game/Maps/Shafted_Breakthrough/Shafted_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
605,605,,Retrowar_Breakthrough,,/Game/Maps/Retrowar_Breakthrough/Retrowar_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
606,606,,Derail_Breakthrough,,/Game/Maps/Derail_Breakthrough/Derail_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
607,607,,Crest_Breakthrough,,/Game/Maps/Crest_Breakthrough/Crest_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
608,608,,NavalBattle_Breakthrough,,/Game/Maps/NavalBattle_Breakthrough/NavalBattle_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
609,609,,Monument_Breakthrough,,/Game/Maps/Monument_Breakthrough/Monument_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
610,610,,Collapse_Breakthrough,,/Game/Maps/Collapse_Breakthrough/Collapse_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
611,611,,Fault_Breakthrough,,/Game/Maps/Fault_Breakthrough/Fault_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
612,612,,Suez_Breakthrough,,/Game/Maps/Suez_Breakthrough/Suez_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
621,621,,Iceland_Conquest,,/Game/Maps/Iceland_Conquest/Iceland_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
622,622,,Cracked_Conquest,,/Game/Maps/Cracked_Conquest/Cracked_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
623,623,,Gibraltar_Conquest,,/Game/Maps/Gibraltar_Conquest/Gibraltar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
624,624,,Shafted_Conquest,,/Game/Maps/Shafted_Conquest/Shafted_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
625,625,,Retrowar_Conquest,,/Game/Maps/Retrowar_Conquest/Retrowar_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
626,626,,Derail_Conquest,,/Game/Maps/Derail_Conquest/Derail_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
627,627,,Crest_Conquest,,/Game/Maps/Crest_Conquest/Crest_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
628,628,,NavalBattle_Conquest,,/Game/Maps/NavalBattle_Conquest/NavalBattle_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
629,629,,Monument_Conquest,,/Game/Maps/Monument_Conquest/Monument_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
630,630,,Collapse_Conquest,,/Game/Maps/Collapse_Conquest/Collapse_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
631,631,,Fault_Conquest,,/Game/Maps/Fault_Conquest/Fault_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
2231,2231,,Dam_Iris_Level31,Dam_Iris_Level31,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,1,None
2232,2232,,Dam_Iris_Level32,Dam_Iris_Level32,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,2,None
2233,2233,,Dam_Iris_Level33,Dam_Iris_Level33,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,4,None
8809,8809,,Tide,Tide,/Game/Maps/Tide/Tide,0,1800,True,True,True,,True,True,True,False,1,None
881,881,,Tide_Level1_4Cook,,/Game/Maps/Tide_Level1/Tide_Level1,0,1800,True,True,True,,False,False,False,False,1,None
882,882,,Tide_Level2_4Cook,,/Game/Maps/Tide_Level2/Tide_Level2,0,1800,True,True,True,,False,False,False,False,1,None
883,883,,Tide_Level3_4Cook,,/Game/Maps/Tide_Level3/Tide_Level3,0,1800,True,True,True,,False,False,False,False,1,None
8801,8801,,Tide_Level1,Tide_Level1,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,1,None
8802,8802,,Tide_Level2,Tide_Level2,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,2,None
8803,8803,,Tide_Level3,Tide_Level3,/Game/Maps/Iris_Entry/Iris_Entry,0,1800,False,True,True,,True,True,True,False,4,None
500,500,,CollectionRoom,,/Game/Maps/CollectionRoom/CollectionRoom,0,2400,True,True,True,,False,False,False,False,1,None
160,160,,Skyline,,/Game/Maps/Skyline/Skyline,80,1800,True,True,True,,False,False,False,False,1,None
161,161,,Skyline_Breakthrough,,/Game/Maps/Skyline_Breakthrough/Skyline_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
162,162,,Skyline_Conquest,,/Game/Maps/Skyline_Conquest/Skyline_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
163,163,,Skyline_Siege,,/Game/Maps/Skyline_Siege/Skyline_Siege,80,1800,True,True,True,,False,False,False,False,1,None
164,164,,Skyline_TacticalConquest,,/Game/Maps/Skyline_TacticalConquest/Skyline_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
170,170,,Colosseum,,/Game/Maps/Colosseum/Colosseum,80,1800,True,True,True,,False,False,False,False,1,None
171,171,,Colosseum_Breakthrough,,/Game/Maps/Colosseum_Breakthrough/Colosseum_Breakthrough,80,1800,True,True,True,,False,False,False,False,1,None
172,172,,Colosseum_Conquest,,/Game/Maps/Colosseum_Conquest/Colosseum_Conquest,80,1800,True,True,True,,False,False,False,False,1,None
173,173,,Colosseum_Siege,,/Game/Maps/Colosseum_Siege/Colosseum_Siege,80,1800,True,True,True,,False,False,False,False,1,None
174,174,,Colosseum_TacticalConquest,,/Game/Maps/Colosseum_TacticalConquest/Colosseum_TacticalConquest,80,1800,True,True,True,,False,False,False,False,1,None
2000,2000,,EffectsTestMap,,/Game/Maps/EffectsTestMap/EffectsTestMap,80,1800,True,True,True,,False,False,False,False,1,None
