---,RuleKey,FunctionId,PartFunctionType,bNegative,PartFunctionDynamicType,Param1,Param2,Param3,Param4,Param5
950,950,230175,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,7,None,None
951,951,230159,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
952,952,230173,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
953,953,230176,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,3,None,None
954,954,230177,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
955,955,230180,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
956,956,230183,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,16,None,None
957,957,230192,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
958,958,230193,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
959,959,230195,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
960,960,230196,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
961,961,230164,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
962,962,230165,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,7,None,None
963,963,230167,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
964,964,230168,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
965,965,230172,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
966,966,230181,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
967,967,230182,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,10,None,None
968,968,230160,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,12,None,None
969,969,230166,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,10,None,None
970,970,230169,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
971,971,230201,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,10,None,None
972,972,230202,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
973,973,530006,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
974,974,130104,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
975,975,130106,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
976,976,130116,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,1,None,None
977,977,130127,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
978,978,130128,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,1,None,None
979,979,130138,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
980,980,130119,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-3,None,None
981,981,130172,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
982,982,130173,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
983,983,130091,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
984,984,130092,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
985,985,130105,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
986,986,130130,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
987,987,510001,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,1,None,None
988,988,510002,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
989,989,130114,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
990,990,130117,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
991,991,130129,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
992,992,130108,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
993,993,130109,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
994,994,130112,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
995,995,130113,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
996,996,130134,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
997,997,130006,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
998,998,130009,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
999,999,530002,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
1000,1000,130110,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
1001,1001,130118,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
1002,1002,130135,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,4,None,None
1003,1003,130007,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,7,None,None
1004,1004,530005,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1005,1005,130111,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1006,1006,130132,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,15,None,None
1007,1007,130133,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
1008,1008,130137,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1009,1009,510003,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1010,1010,130167,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1011,1011,130123,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,12,None,None
1012,1012,120125,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,20,None,None
1013,1013,130121,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1014,1014,130122,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,12,None,None
1015,1015,130139,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
1016,1016,130176,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
1017,1017,130107,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1018,1018,130179,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-10,None,None
1019,1019,130178,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1020,1020,130181,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1021,1021,130182,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1022,1022,130183,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1023,1023,130184,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1024,1024,130185,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-4,None,None
1025,1025,130189,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
1026,1026,130190,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1027,1027,140191,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1028,1028,140285,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1029,1029,140280,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
1030,1030,140281,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1031,1031,140233,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,0,None,None
1032,1032,140188,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1033,1033,140181,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1034,1034,140180,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1035,1035,550001,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1036,1036,140234,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1037,1037,140306,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1038,1038,140307,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1039,1039,140308,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-2,None,None
1040,1040,140182,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1041,1041,140186,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1042,1042,140183,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1043,1043,140250,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1044,1044,280006,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-3,None,None
1045,1045,140178,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1046,1046,140249,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1047,1047,140254,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1048,1048,140325,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1049,1049,140328,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1050,1050,640002,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1051,1051,200046,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1052,1052,200065,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1053,1053,200040,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1054,1054,200042,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1055,1055,200062,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1056,1056,200063,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1057,1057,200043,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1058,1058,200064,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1059,1059,200044,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1060,1060,200061,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1061,1061,200085,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1062,1062,200076,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1063,1063,200079,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1064,1064,200078,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1065,1065,200077,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1066,1066,200049,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1067,1067,200073,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1068,1068,200072,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1069,1069,200053,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1070,1070,200051,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1071,1071,200052,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1072,1072,200056,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1073,1073,200057,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1074,1074,200070,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1075,1075,200069,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1076,1076,300012,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1077,1077,200081,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1078,1078,300013,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1079,1079,200087,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1080,1080,200088,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1081,1081,200089,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1082,1082,150036,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1083,1083,150243,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1084,1084,150246,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1085,1085,150298,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1086,1086,150296,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1087,1087,150240,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1088,1088,150293,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1089,1089,150279,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1090,1090,150030,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1091,1091,150299,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1092,1092,150271,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1093,1093,150294,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1094,1094,150239,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1095,1095,150289,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1096,1096,150173,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1097,1097,150300,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1098,1098,150272,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1099,1099,150253,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1100,1100,150282,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1101,1101,150150,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1102,1102,150280,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1103,1103,150249,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1104,1104,150049,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1105,1105,150286,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1106,1106,150267,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1107,1107,150234,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1108,1108,150256,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1109,1109,150307,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1110,1110,150262,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1111,1111,150258,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1112,1112,150260,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1113,1113,150250,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1114,1114,150301,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1115,1115,150245,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1116,1116,150241,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1117,1117,150291,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1118,1118,150054,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1119,1119,150277,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1120,1120,150254,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1121,1121,150174,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1122,1122,150247,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1123,1123,150235,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1124,1124,150273,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1125,1125,150053,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1126,1126,150263,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1127,1127,150313,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1128,1128,150314,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1129,1129,150317,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1130,1130,150318,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1131,1131,150035,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1132,1132,150315,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1133,1133,150319,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1134,1134,150320,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1135,1135,150321,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1136,1136,150327,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1137,1137,150329,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1138,1138,150330,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1139,1139,150331,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1140,1140,270005,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1141,1141,270006,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1142,1142,270009,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1143,1143,270010,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1144,1144,270007,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1145,1145,270008,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1146,1146,290005,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1147,1147,290008,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1148,1148,290004,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1149,1149,290003,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1150,1150,290002,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1151,1151,290001,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1152,1152,580001,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1153,1153,580002,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1154,1154,580003,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1155,1155,580004,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1156,1156,580005,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1157,1157,580006,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1158,1158,580007,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1159,1159,580008,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1160,1160,580009,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1161,1161,580010,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1162,1162,580011,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1163,1163,580012,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1164,1164,270013,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1165,1165,560005,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1166,1166,560010,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1167,1167,560001,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,1,None,None
1168,1168,610001,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1169,1169,560015,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1170,1170,270014,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1171,1171,270015,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1172,1172,270016,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1173,1173,400005,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1174,1174,560020,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,1,None,None
1175,1175,650001,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1176,1176,240035,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
1177,1177,240035,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,5,None,None
1178,1178,240029,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1179,1179,240029,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1180,1180,240036,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1181,1181,240036,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1182,1182,240030,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1183,1183,240030,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1184,1184,240034,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1185,1185,240034,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1186,1186,240037,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,-3,None,None
1187,1187,240040,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1188,1188,240042,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
1189,1189,120124,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1190,1190,110512,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1191,1191,230173,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1192,1192,230173,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1193,1193,230177,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1194,1194,230177,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1195,1195,230193,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1196,1196,230193,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1197,1197,230167,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1198,1198,230167,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1199,1199,230168,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1200,1200,230168,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1201,1201,230169,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
1202,1202,230202,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1203,1203,130182,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1204,1204,300012,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,-1,None,None
1205,1205,300013,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,-1,None,None
1206,1206,1240021,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1207,1207,1240023,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1208,1208,1240025,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1209,1209,1240028,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,1,None,None
1210,1210,1240035,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1211,1211,1240024,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-2,None,None
1212,1212,1240026,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-2,None,None
1213,1213,1240027,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1214,1214,1240029,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1215,1215,1240032,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1216,1216,1240036,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1217,1217,1240030,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1218,1218,1240033,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1219,1219,1240034,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1220,1220,1240022,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1221,1221,1240037,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1222,1222,1240039,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1223,1223,1240040,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1224,1224,1240038,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1225,1225,1240041,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1226,1226,1240042,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1227,1227,1120109,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1228,1228,1120110,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1229,1229,1570001,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1230,1230,1570002,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,1,None,None
1231,1231,1120113,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1232,1232,1120114,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1233,1233,1120117,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1234,1234,1120121,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1235,1235,1120171,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1236,1236,1120122,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1237,1237,1120127,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1238,1238,1120128,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1239,1239,1120131,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1240,1240,1120132,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
1241,1241,1120133,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
1242,1242,1120130,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
1243,1243,1120060,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1244,1244,1120124,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
1245,1245,1120112,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
1246,1246,1120172,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
