RowName,RuleKey,AnimFunctionId,PartFunctionType,AccessoryAnimPoseArray,AccessoryAnimPoseMap,AccessoryTPPAnimPoseArray,AccessoryHallAnimPoseArray,AccessoryAnimRightPoseArray,AccessoryTPPAnimRightPoseArray,AccessoryHallAnimRightPoseArray,ForbidLeftHandIKRulerArray,PartAnimInstance,BipodDeployId,Param1,Param2,OverrideRuleCollects,RowDescription
NewRow_37,0,15027,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/PT/ColtPython/1P/PT_M_ColtPython_1P_Idle_Pose.PT_M_ColtPython_1P_Idle_Pose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/PT/General/Male/UI/PT_M_UI_Stand01.PT_M_UI_Stand01, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/PT/ColtPython/3P/PT_M_ColtPython_3P_Carbine_Atdditive.PT_M_ColtPython_3P_Carbine_Atdditive, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/PT/General/Femal/UI/PT_F_UI_Stand01.PT_F_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_38,0,15028,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=None, SubPath=)",,"(AssetPath=None, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
18050000006,0,15029,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/SKSM/Mlale/1P/SR_M_1P_SKSM_Idle_Pose.SR_M_1P_SKSM_Idle_Pose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SR/SKSM/Mlale/3P/SR_M_UI_SKSM_Idle_addtive.SR_M_UI_SKSM_Idle_addtive, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/Mini14/1P/DMR_M_1P_Mini14_IDLE_POSE01.DMR_M_1P_Mini14_IDLE_POSE01, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_40,0,15030,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/m40/1P/SR_M_1P_M40_Idle.SR_M_1P_M40_Idle, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SR/m40/3P/SR_M_3P_M40_Idlebase.SR_M_3P_M40_Idlebase, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Female/DMR_F_UI_Stand01.DMR_F_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/Mini14/1P/DMR_M_1P_Mini14_IDLE_POSE02.DMR_M_1P_Mini14_IDLE_POSE02, SubPath=); (AssetPath=None, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_41,0,15031,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/AWM/1P/SR_M_1P_AWM_Idle_Pose.SR_M_1P_AWM_Idle_Pose, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SR/General/Male/UI/SR_M_UI_Stand01.SR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SR/AWM/3P/SR_M_UI_AWM_IdleAdditive.SR_M_UI_AWM_IdleAdditive, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SR/General/Male/UI/SR_M_UI_Stand01.SR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_42,0,15032,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/Scar-H/1P/AR_M_1P_Scar-H_idle.AR_M_1P_Scar-H_idle, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/AR/Scar-H/3P/AR_M_3P_Scar-H_IdleBase.AR_M_3P_Scar-H_IdleBase, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/Scar-H/3P/AR_M_UI_Scar-H_IdleAdditive.AR_M_UI_Scar-H_IdleAdditive, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_43,0,15033,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/CSLR5_PH/1P/SR_M_1P_CSLR5_PhoticsCamouflage_POSE.SR_M_1P_CSLR5_PhoticsCamouflage_POSE, SubPath=)",,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_44,5,10015,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=None, SubPath=); (AssetPath=None, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SmallHandguard.AR_M_UI_SmallHandguard, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_45,0,10016,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/Anims/Male/1P/AR_M_1P_Idle01.AR_M_1P_Idle01, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_BigHandguard.AR_M_UI_BigHandguard, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_46,0,15034,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/Anims/Male/1P/Locomotion/AR_M_1P_Idle_Pose_2.AR_M_1P_Idle_Pose_2, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)","(ForbidLeftHandIKType=EForbidLeftHandIKType::EOutReachDistance, OutReachDistance=35, SocketName=None)","(AssetPath=None, SubPath=)",1,,,,None
NewRow_47,0,15035,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AK12/1P/AR_M_1P_AK12_Idle01_IKpose01.AR_M_1P_AK12_Idle01_IKpose01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK12/3P/AR_M_AK12_UI_Idle.AR_M_AK12_UI_Idle, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_48,0,15036,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/PT/92F/1P/PT_M_92F_1P_Idle.PT_M_92F_1P_Idle, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/PT/General/Male/UI/PT_M_UI_Stand01.PT_M_UI_Stand01, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_49,0,15037,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AK74/1P/AR_M_1P_AK74_Idle_Pose.AR_M_1P_AK74_Idle_Pose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SmallHandguard.AR_M_UI_SmallHandguard, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_50,0,15038,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/1P/AR_M_1P_QBZ95_Idle.AR_M_1P_QBZ95_Idle, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_51,0,15039,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/DMR/M14/1P/DMR_M_1P_M14_Idle.DMR_M_1P_M14_Idle, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_52,0,15040,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/DMR/M14/1P/DMR_M_1P_M14_Idle_2.DMR_M_1P_M14_Idle_2, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Female/DMR_F_UI_Stand01.DMR_F_UI_Stand01, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_53,0,15041,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/Anims/Male/1P/Locomotion/AR_M_1P_Idle_Pose_2.AR_M_1P_Idle_Pose_2, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SmallHandguard.AR_M_UI_SmallHandguard, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13050000095,0,15042,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/SKSM/Mlale/1P/SR_M_1P_SKSM_Idle_Pose.SR_M_1P_SKSM_Idle_Pose, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,,"(AssetPath=None, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_55,0,15043,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SG/Benellim4/1P/SG_M_1P_Benellim4_idle_pose.SG_M_1P_Benellim4_idle_pose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SG/Benellim4/3P/SG_M_UI_Benellim4_Idle.SG_M_UI_Benellim4_Idle, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SG/Benellim4/1P/SG_M_1P_Benellim4_idle_pose.SG_M_1P_Benellim4_idle_pose, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_56,0,15030,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/m40/1P/SR_M_1P_M40_Idle.SR_M_1P_M40_Idle, SubPath=)",,"(AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=None, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_57,0,15045,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/G3/1P/AR_M_1P_G3_Idle_Pose.AR_M_1P_G3_Idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/AR/G3/3p/AR_M_3P_G3_IdleBase.AR_M_3P_G3_IdleBase, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SmallHandguard.AR_M_UI_SmallHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_58,0,15046,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/DMR/SR25/1P/DMR_M_1P_SR25_Idle.DMR_M_1P_SR25_Idle, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_59,0,15067,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/AK74U/AR_M_1P_AK74U_Idle_Pose.AR_M_1P_AK74U_Idle_Pose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_60,0,15034,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/Anims/Male/1P/Locomotion/AR_M_1P_Idle_Pose_2.AR_M_1P_Idle_Pose_2, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/M16A2/Male/3P/AR_M_M16A2_UI_Idleadditive.AR_M_M16A2_UI_Idleadditive, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)","(ForbidLeftHandIKType=EForbidLeftHandIKType::EOutReachDistance, OutReachDistance=40, SocketName=None)","(AssetPath=None, SubPath=)",1,,,,None
NewRow_61,0,15034,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/CAR15/1P/AR_M_1P_CAR15_IK_Pose.AR_M_1P_CAR15_IK_Pose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_62,0,15053,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SG/M870/1P/SG_M_1P_M870_idle.SG_M_1P_M870_idle, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SG/M870/3P/SG_M_UI_M870_idleadditive.SG_M_UI_M870_idleadditive, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SG/M870/1P/SG_M_1P_M870_idle_Pose.SG_M_1P_M870_idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_63,0,15056,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/Vector/1P/SMG_M_VECTOR_1P_Idle.SMG_M_VECTOR_1P_Idle, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/SMG_M_Vector_3P_ForGpose.SMG_M_Vector_3P_ForGpose, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SMG/Vector/General/Male/VECTOR_M_UI_Stand01_Spe_POSE.VECTOR_M_UI_Stand01_Spe_POSE, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_64,0,15057,EWeaponPartAnimFunctionType::IK_LeftHand,,,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_HK416C_104_3P_POSE.AR_M_3P_HK416C_104_3P_POSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/HK416C/3P/AR_M_UI_HK416C_IdleAdditive.AR_M_UI_HK416C_IdleAdditive, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_65,0,10008,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose05.AR_M_1P_FroGPose05, SubPath=)","(Key=EWeaponAdapterHandIKPoseType::FPPFar, Value=(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_zushouqi_FroGPose_Far.AR_M_1P_zushouqi_FroGPose_Far, SubPath=))","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_minizushouqi.AR_M_3P_minizushouqi, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01_MiniPose.QBZ_M_UI_Stand01_MiniPose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_SquareHandguard.AR_M_UI_SquareHandguard, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_66,7,12002,EWeaponPartAnimFunctionType::Anim_MagBulletChain,,,,,,,,,"(AssetPath=/Game/BluePrints/Weapons/PartsAnimationBP/WeaponPartBulletChain_FNmini.WeaponPartBulletChain_FNmini_C, SubPath=)",1,13,,,None
NewRow_67,0,15058,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose.AR_M_1P_FroGPose, SubPath=)","(Key=EWeaponAdapterHandIKPoseType::FPPFar, Value=(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_chuizhi_FroGPose_Far.AR_M_1P_chuizhi_FroGPose_Far, SubPath=))","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/SR_M_AKM_3P_FroGPose_zidaiwoba.SR_M_AKM_3P_FroGPose_zidaiwoba, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_VerticalGripPose.AR_M_UI_VerticalGripPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_68,0,15047,EWeaponPartAnimFunctionType::IK_LeftHand,,,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_FroG_K1.AR_M_3P_FroG_K1, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_69,0,15048,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=None, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_minizushouqi.AR_M_3P_minizushouqi, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01_MiniPose.QBZ_M_UI_Stand01_MiniPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_70,0,15049,EWeaponPartAnimFunctionType::IK_LeftHand,,,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_3P_FroG_shiyongxiejiao.AR_M_3P_FroG_shiyongxiejiao, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_71,0,15050,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/SIG553/1P/AR_M_1P_SG553_Idle.AR_M_1P_SG553_Idle, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/AR/AK74/3P/AR_M_AK_UI_IdleAdditivepose.AR_M_AK_UI_IdleAdditivepose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18020000009,0,15051,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/PP19Vityaz/SMG_M_1P_PP19Vityaz_Idle.SMG_M_1P_PP19Vityaz_Idle, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/PP19Vityaz/3P/SMG_M_PP19Vityaz_3P_IdleBase.SMG_M_PP19Vityaz_3P_IdleBase, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/MP_F_MVPL1_POSE.MP_F_MVPL1_POSE, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SMG/PP19Vityaz/3P/SMG_M_PP19Vityaz_3P_IdleBase.SMG_M_PP19Vityaz_3P_IdleBase, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=); (AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_73,0,15052,EWeaponPartAnimFunctionType::IK_LeftHand,,,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Female/DMR_F_UI_Stand01.DMR_F_UI_Stand01, SubPath=); (AssetPath=None, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/DMR/Mini14/1P/DMR_M_1P_Mini14_IDLE_POSE02.DMR_M_1P_Mini14_IDLE_POSE02, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_75,0,15054,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/SR3/SMG_M_1P_SR3_Idle_Pose.SMG_M_1P_SR3_Idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Parts/Han/Han_M-156_VssSr3m_066/Anim/3p/SR_M_3P_VssSr3m_IdlePose.SR_M_3P_VssSr3m_IdlePose, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_VerticalGripPose.AR_M_UI_VerticalGripPose, SubPath=); (AssetPath=/Game/Models/Weapons/Parts/Han/Han_M-156_VssSr3m_066/Anim/3p/SR_M_3P_VssSr3m_IdlePose.SR_M_3P_VssSr3m_IdlePose, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/SMG/General/Male/UI/SMG_M_UI_Stand01.SMG_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13170000001,77,11004,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_CSLR5-Std_003/ABP_Bip_CSLR5-Std_003_1P.ABP_Bip_CSLR5-Std_003_1P_C, SubPath=)",1,0.4,0.48,,None
13170000002,78,11002,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_PKM-Std_002/ABP_Bip_PKM-Std_002_1P.ABP_Bip_PKM-Std_002_1P_C, SubPath=)",1,0.4,0.48,,None
13170000003,79,11003,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_SV98-Std_001/ABP_Bip_SV98-Std_001_1P.ABP_Bip_SV98-Std_001_1P_C, SubPath=)",1,0.4,0.48,,None
13170000005,80,11005,EWeaponPartAnimFunctionType::Anim_BipodUpDown,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Bip/Bip_AUGBar_007/ABP_Bip_AUGBar_007_1P.ABP_Bip_AUGBar_007_1P_C, SubPath=)",1,0.4,0.48,,None
18080000011,0,15055,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/MilitaryProps/Assault_C302_AirCannon/Anim/1P/Assault_C302_AirCannon_M_1P_Idle_pose.Assault_C302_AirCannon_M_1P_Idle_Pose, SubPath=)",,"(AssetPath=/Game/Models/Weapons/MilitaryProps/Assault_C302_AirCannon/Anim/3P/Assault_C302_AirCannon_M_3P_IdleBase.Assault_C302_AirCannon_M_3P_IdleBase, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
13460020001,0,20001,EWeaponPartAnimFunctionType::NONE,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Pendant/Pendant_Master/ABP_Pendant_Master_1P.ABP_Pendant_Master_1P_C, SubPath=)",1,,,,None
13460020002,0,20002,EWeaponPartAnimFunctionType::NONE,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Pendant/Pendant_Treasured_lceDragon_57/ABP_Pendant_Treasured_lceDragon_57_1P.ABP_Pendant_Treasured_lceDragon_57_1P_C, SubPath=)",1,,,,None
13460020003,0,20003,EWeaponPartAnimFunctionType::NONE,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Pendant/Pendent_ToyFactory_43/ABP_Pendent_ToyFactory_43_1P.ABP_Pendent_ToyFactory_43_1P_C, SubPath=)",1,,,,None
NewRow_4,7,12003,EWeaponPartAnimFunctionType::Anim_MagBulletChain,,,,,,,,,"(AssetPath=/Game/BluePrints/Weapons/PartsAnimationBP/WeaponPartBulletChain_Xm250.WeaponPartBulletChain_Xm250_C, SubPath=)",1,17,,,None
