RowName,WeaponId,WeaponDisplayName,IsWeaponUseVehicleMesh,IsWeaponShouldPlayAnimInFPPView,IsWeaponUseVehicleMeshWithVehicle,IsWeaponShouldPlayAnimInFPPViewWithVehicle,IsFixed,FixedRotationLerpValue,MaxDistance,bOverrideWeaponTraceDistance,OverridedWeaponTraceDistance,FixedFireStartPos,RotAudioId,RotLerpValue,RotLerpThreshold,WeaponRotYawSpeed,WeaponRotPitchSpeed,WeaponMaxPitch,WeaponMinPitch,WeaponPitchRange,FireWindEffectInfo,IsNeedFireEffect,FireEffectRaycastDistance,FireForcePos,FireVelocityValue,FireAngularVelocityValue,FiredDustEffect,FiredDustRaycastDistance,FPPUpAdditiveAnim,FPPDownAdditiveAnim,HideSockets,CrossHairName,WeaponUIIcon,WeaponTypeIcon,WeaponGunMesh,WeaponGunLocalTransform,WeaponGunModificationEffect,AnotherWeaponGunMesh,AnotherWeaponGunLocalTransform,AnotherWeaponGunModificationEffect,WeaponRootMesh,WeaponRootModificationEffect,RowDescription
武直反载具火箭弹,18120000028,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,aimroot,(),(),(),"(Rotation=(), Translation=(X=-64, Y=-241.85, Z=120), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=-64, Y=241.85, Z=120), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
步战车尾翼稳定脱壳穿甲弹,18120000029,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1000,10,10,120,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=45, Z=0)","(bPlayFireWindEffect=True, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=1000, WindEffectStrength=0.6, WindEffectDuration=5)",False,100,"(X=0, Y=0, Z=0)",75,0.1,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
步兵车炮射霰弹,18120000030,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1000,10,10,140,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=45, Z=0)","(bPlayFireWindEffect=True, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=1000, WindEffectStrength=0.4, WindEffectDuration=5)",False,100,"(X=0, Y=0, Z=0)",75,0.1,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
防空车20mm机炮,18120000031,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,145,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-20, Y=70, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",2,0.015,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
突击炮40mm机炮,18120000032,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,140,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-15, Y=40, Z=0)","(bPlayFireWindEffect=True, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=1000, WindEffectStrength=0.4, WindEffectDuration=5)",False,100,"(X=0, Y=0, Z=0)",50,0.075,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
突击炮90mm炮,18120000033,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,120,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=Wheeledtank_90mm_maxpitch_curve)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=Wheeledtank_90mm_minpitch_curve)","(X=-15, Y=30, Z=0)","(bPlayFireWindEffect=True, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=1000, WindEffectStrength=0.6, WindEffectDuration=5)",False,100,"(X=0, Y=0, Z=0)",100,0.25,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
步战车反坦克导弹,18120000034,,False,False,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,45,45,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
突击炮反坦克导弹,18120000035,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,45,45,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
突击炮防空导弹,18120000036,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,45,45,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
多发武器舱,18120000037,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,WBP_Vehicle_Rocket,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=30), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武直空空导弹,18120000038,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetSecondAimRoot,(),(),(),"(Rotation=(), Translation=(X=10, Y=-161.85, Z=128), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=10, Y=161.85, Z=128), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
小鸟7.62mm双联速射机枪,18120000041,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetSecondAimRoot,(),(),(),"(Rotation=(), Translation=(X=57.28, Y=0, Z=175.24), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=57.28, Y=0, Z=175.24), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
小鸟20mm双联机炮,18120000042,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,TargetSecondAimRoot,(),(),(),"(Rotation=(), Translation=(X=57.28, Y=0, Z=175.24), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=57.28, Y=0, Z=175.24), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
小鸟反步兵火箭弹,18120000043,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,aimroot,(),(),(),"(Rotation=(), Translation=(X=50, Y=153, Z=177), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=50, Y=-153, Z=177), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
小鸟空地导弹,18120000044,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=75, Y=153, Z=177), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=75, Y=-153, Z=177), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武器站-霰弹枪,18120000045,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=60, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,WBP_Vehicle_Shot,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=70), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
