RowName,MapID,SubGameMode,WinScore,OccupiedScore,KillBonus,OccupySpeedFactor,MatchDuration,BaseScoreSpeed,LandslidePreTime,LandslideScoreSpeed,EdgeKillTime,JetEdgeKillTime,EmptyVehicleDecreaseHPMinTime,EmptyVehicleDecreaseHPPercent,MinVehicleDecreaseHPDist,bVehicleAutoDestroy,VehicleAutoDestroyTime,bVehicleCanGetOff,bVehicleCanAccommodateOtherMembers,bVehicleCanSwap,bVehicleGetOffTip,bDisableDeploy,bDisableDeployHome,GuideAutoCloseDuration,SectorBackDelayTime,SectorBackSpeed,HalfJoinLimitedPercent,BattleFieldForcesTypeArr,SectorSpeedCurve,bOpenGuide,RedeployGuideInfoList,RedeployGuideInfoListHD,HalfJoinScoreCalculation,BattleFieldCharacterDeathConfigMap,OccupySpeedMultiplier,AmmoBoxCD,MatchAnchorScoreReportInterval,CaptureFlagPickupRefreshFlagCD,Camp0CaptureFlagDataRow,Camp1CaptureFlagDataRow,SuperiorityMinFlagOfAddTime,InferiorMinFlagOfAddTime,AddTimeBaseNumber,AddTimeFactor,bIsAddConvoyFlaScoreForHolder,RowDescription
红包大赛2,508,EDFMGamePlaySubMode::None,1000,40,1,4,1800,0.25,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
红包大赛3,509,EDFMGamePlaySubMode::None,1000,40,1,4,1800,0.25,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow,501,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest,700,10,1,-1,1800,0,45,0,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,90,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,-1,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
NewRow_0,502,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest,700,10,1,-1,1800,0,45,0,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,90,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,-1,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
NewRow_1,503,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest,700,10,1,-1,1800,0,45,0,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,90,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,-1,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
指挥官模式-------------------------------------------------------------------------------,-1,EDFMGamePlaySubMode::None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_6,621,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_5,622,EDFMGamePlaySubMode::GamePlaySubMode_Commander,700,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,(),2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_7,623,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_8,624,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_9,625,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_10,626,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_11,627,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_12,628,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_13,629,EDFMGamePlaySubMode::GamePlaySubMode_Commander,700,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,(),2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_14,630,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_15,631,EDFMGamePlaySubMode::GamePlaySubMode_Commander,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,60,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
空地突袭————————————,-1,EDFMGamePlaySubMode::None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_16,550,EDFMGamePlaySubMode::GamePlaySubMode_AirGround,2200,50,-1,-1,1500,1,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_17,551,EDFMGamePlaySubMode::GamePlaySubMode_AirGround,1800,50,-1,-1,1500,1,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_18,552,EDFMGamePlaySubMode::GamePlaySubMode_AirGround,2000,50,-1,-1,1500,1,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
she3活动玩法——————————————,-1,EDFMGamePlaySubMode::None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_53,553,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest_Evolution,100,0,1,-1,900,0,100,0,10,10,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,50,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,5,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
NewRow_3,554,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest_Evolution,100,0,1,-1,900,0,100,0,10,10,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,50,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,5,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
NewRow_19,555,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest_Evolution,100,0,1,-1,900,0,100,0,10,10,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,50,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,5,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
NewRow_20,556,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest_Evolution,100,0,1,-1,900,0,100,0,10,10,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,50,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,5,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
