RowName,ItemId,FunctionId,FunctionId_SOL,FunctionId_Breakthrough,AnimFunctionId,AudioFunctionId,FxFuntionId,RuleId,MagazineTypeId,PartsTypeId,PartsTypePriority,ExtendStr,ExtraOccupySockets,SocketOffsets,ProsList,ProsList_SOL,ProsList_Breakthrough,ConsList,ConsList_SOL,ConsList_Breakthrough,IsHiddenInGunsmith,WeaponAssemblyPoint,TuneIds,PartFunctionTag,bRelease,SpecialDescription,TriggerBulletCrack,bSupportDualMag,IsBreakthroughMode,BannedSlotIds,RowDescription
13020000524,13020000524,110524,110524,1110524,0,0,0,110524,0,0,0,None,,,"(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007); (BuffText=%s%s, Params=+2; 100122)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007); (BuffText=%s%s, Params=+2; 100122)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000332,13120000332,150332,150332,1150332,12003,0,0,150332,2,0,0,None,,,"(BuffText=%s%s%s, Params=None; 75; 10034); (BuffText=%s%s, Params=+4; 10006)","(BuffText=%s%s%s, Params=None; 75; 10034); (BuffText=%s%s, Params=+4; 10006)","(BuffText=%s%s%s, Params=None; 75; 10048); (BuffText=%s%s, Params=+3; 10006)",,,,False,0,,EPartFunctionTag::NONE,True,,True,False,False,,None
13020000520,13020000520,110520,110520,1110520,0,0,0,110520,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000239,13020000239,110239,110239,1110239,0,0,0,110239,0,0,0,None,,,"(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000138,13040000138,130138,130138,1130138,0,0,0,130138,0,0,0,None,,,"(BuffText=%s%s, Params=+6; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+6; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+6; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=-5; 10005); (BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-5; 10005); (BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-4; 10005); (BuffText=%s%s, Params=-2; 10007)",False,0,1016; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000137,13040000137,130137,130137,1130137,0,0,0,130137,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+1; 10008); (BuffText=%s%s, Params=+3; 10016)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+1; 10008); (BuffText=%s%s, Params=+3; 10016)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+1; 10008); (BuffText=%s%s, Params=+2; 10016)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1016; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000325,13050000325,140325,140325,1140325,0,0,0,140325,0,104,2,None,,,"(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000311,13020000311,110311,110311,1110311,0,0,0,110311,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000186,13050000186,140186,140186,1140186,15025,0,0,140186,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000338,13050000338,140338,140338,1140338,0,0,0,140338,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10007)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
18040000002,18040000002,18040002,18040002,218040002,15025,0,0,100037,0,0,0,None,,,,,,,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000519,13020000519,110519,110519,1110519,0,0,0,110519,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10001); (BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+3; 10001); (BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+1; 10001); (BuffText=%s%s, Params=+3; 10005)",,,,False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13380000002,13380000002,620002,620002,1620002,0,0,0,620002,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10081)","(BuffText=%s%s, Params=+3; 10081)","(BuffText=%s%s, Params=+3; 10081)","(BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-2; 10007)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000185,13030000185,120185,120185,1120185,0,0,0,120185,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10006)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13250000006,13250000006,400006,400006,1400006,0,0,0,400006,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10081)","(BuffText=%s%s, Params=+3; 10081)","(BuffText=%s%s, Params=+3; 10081)","(BuffText=%s%s, Params=-2; 10005)","(BuffText=%s%s, Params=-2; 10005)","(BuffText=%s%s, Params=-2; 10005)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000114,13040000114,130114,130114,1130114,0,0,0,130114,0,0,0,None,,M16Sto_point,"(BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+3; 10005)",,,,False,0,1016; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000348,13020000348,110348,110348,1110348,0,0,123,110348,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+3; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
18010000014,18010000014,18010014,18010014,218010014,15034,0,0,100023,0,0,0,None,,,,,,,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13110000082,13110000082,200082,200082,1200082,0,0,0,200082,0,0,0,None,,Sco_point_0,"(BuffText=%s, Params=10098); (BuffText=%s%s, Params=+4; 10095); (BuffText=%s%s, Params=+4; 100100); (BuffText=%s%s, Params=+2; 10085)","(BuffText=%s, Params=10098); (BuffText=%s%s, Params=+4; 10095); (BuffText=%s%s, Params=+4; 100100); (BuffText=%s%s, Params=+2; 10085)","(BuffText=%s, Params=10098); (BuffText=%s%s, Params=+4; 10095); (BuffText=%s%s, Params=+4; 100100); (BuffText=%s%s, Params=+2; 10085)","(BuffText=%s%s, Params=-3; 10006); (BuffText=%s%s, Params=-2; 10065)","(BuffText=%s%s, Params=-3; 10006); (BuffText=%s%s, Params=-2; 10065)","(BuffText=%s%s, Params=-3; 10006); (BuffText=%s%s, Params=-2; 10065)",False,0,1012; 1035,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000183,13050000183,140183,140183,1140183,15040,0,0,140183,0,0,0,None,4,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+2; 10062)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+2; 10062)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+2; 10062)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000387,13020000387,110387,110387,1110387,0,0,0,110387,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000388,13020000388,110388,110388,1110388,0,0,0,110388,0,0,0,None,,,"(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000386,13020000386,110386,110386,1110386,0,0,0,110386,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10001); (BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+3; 10001); (BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+1; 10001); (BuffText=%s%s, Params=+3; 10005)",,,,False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000233,13050000233,140233,140233,1140233,15023,0,0,140233,0,0,0,None,1; 3,,"(BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+6; 10005); (BuffText=%s%s, Params=+2; 10006)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000234,13050000234,140234,140234,1140234,15039,0,0,140234,0,0,0,None,1; 3,,"(BuffText=%s%s, Params=+2; 10062); (BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10062); (BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10062); (BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000176,13040000176,130176,130176,1130176,0,0,0,130176,0,0,0,None,,StoCaseEBR_point,"(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10006); (BuffText=%s%s, Params=+1; 10007)","(BuffText=%s%s, Params=-1; 10008); (BuffText=%s%s, Params=-2; 10016)","(BuffText=%s%s, Params=-1; 10008); (BuffText=%s%s, Params=-2; 10016)",,False,0,1025; 1026,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000053,13120000053,150053,150053,1150053,0,0,0,150053,3,0,0,None,,,"(BuffText=%s%s%s, Params=None; 50; 10034)","(BuffText=%s%s%s, Params=None; 50; 10034)","(BuffText=%s%s%s, Params=None; 50; 10034)","(BuffText=%s%s, Params=-6; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-6; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-8; 10006); (BuffText=%s%s, Params=-1; 10079); (BuffText=%s%s, Params=-2; 10007); (BuffText=%s%s, Params=-2; 10083)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000049,13120000049,150049,150049,1150049,0,0,0,150049,1,0,0,None,,,"(BuffText=%s%s%s, Params=None; 30; 10034)","(BuffText=%s%s%s, Params=None; 30; 10034)","(BuffText=%s%s%s, Params=None; 30; 10034)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10079)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000249,13120000249,150249,150249,1150249,0,0,0,150249,4,0,0,None,,,"(BuffText=%s%s%s, Params=None; 20; 10034)","(BuffText=%s%s%s, Params=None; 20; 10034)","(BuffText=%s%s%s, Params=None; 20; 10034)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10079)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
18050000005,18050000005,18050005,18050005,218050005,15023,0,0,130034,0,0,0,None,,,,,,,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13050000188,13050000188,140188,140188,1140188,15043,0,0,140188,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13110000069,13110000069,200069,200069,1200069,14001,0,0,200069,0,0,0,None,,Sco_point_0,"(BuffText=%s%s, Params=+2; 10085); (BuffText=%s%s, Params=+4; 10072)","(BuffText=%s%s, Params=+2; 10085); (BuffText=%s%s, Params=+4; 10072)","(BuffText=%s%s, Params=+2; 10085); (BuffText=%s%s, Params=+4; 10072)","(BuffText=%s%s, Params=-2; 10065); (BuffText=%s%s, Params=-3; 10006)","(BuffText=%s%s, Params=-2; 10065); (BuffText=%s%s, Params=-3; 10006)","(BuffText=%s%s, Params=-2; 10065); (BuffText=%s%s, Params=-3; 10006)",False,0,1012; 1013,EPartFunctionTag::NONE,True,,True,True,False,,None
13110000066,13110000066,200066,200066,1200066,0,0,0,200066,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10022); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=+2; 10022); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=+2; 10022); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10007)",False,0,1012; 1035,EPartFunctionTag::NONE,True,,True,True,False,,None
13110000067,13110000067,200067,200067,1200067,0,0,0,200067,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10023); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=+2; 10023); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=+2; 10023); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007)",False,0,1012; 1035,EPartFunctionTag::NONE,True,,True,True,False,,None
13110000068,13110000068,200068,200068,1200068,0,0,0,200068,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10009); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=+2; 10009); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=+2; 10009); (BuffText=%s%s, Params=+4; 100102)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007); (BuffText=%s%s, Params=-2; 10065)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007); (BuffText=%s%s, Params=-2; 10065)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007); (BuffText=%s%s, Params=-2; 10065)",False,0,1012; 1035,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000030,13120000030,150030,150030,1150030,0,0,0,150030,2,0,0,None,,,"(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10006)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000329,13120000329,150329,150329,1150329,0,0,0,150329,2,0,0,None,,,"(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10006); (BuffText=%s%s, Params=+8; 100106); (BuffText=%s%s, Params=+6; 100107)","(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10006); (BuffText=%s%s, Params=+8; 100106); (BuffText=%s%s, Params=+6; 100107)","(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+8; 100106); (BuffText=%s%s, Params=+6; 100107); (BuffText=%s%s, Params=+6; 100105)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13170000009,13170000009,290009,290009,1290009,11009,0,0,290009,0,104,2,None,,,,,,,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000333,13120000333,150333,150333,1150333,0,0,0,150333,1,0,0,None,,,"(BuffText=%s%s%s, Params=None; 60; 10034); (BuffText=%s%s, Params=+8; 10069); (BuffText=%s%s, Params=+6; 10070)","(BuffText=%s%s%s, Params=None; 60; 10034); (BuffText=%s%s, Params=+8; 10069); (BuffText=%s%s, Params=+6; 10070)","(BuffText=%s%s%s, Params=None; 60; 10034); (BuffText=%s%s, Params=+8; 10069); (BuffText=%s%s, Params=+6; 10070)","(BuffText=%s%s, Params=-6; 10006)","(BuffText=%s%s, Params=-6; 10006)","(BuffText=%s%s, Params=-5; 10006); (BuffText=%s%s, Params=-4; 10005); (BuffText=%s%s, Params=-2; 10083); (BuffText=%s%s, Params=-2; 10056)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13170000011,13170000011,290011,290011,1290011,11010,0,0,290011,0,104,2,None,,,"(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000528,13020000528,110528,110528,1110528,0,0,0,110528,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10001); (BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+3; 10001); (BuffText=%s%s, Params=+3; 10005)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10007)",,,"(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000340,13120000340,150340,150340,1150340,0,0,0,150340,8,0,0,None,,,"(BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=-1; 10005)","(BuffText=%s%s, Params=-1; 10005)","(BuffText=%s%s, Params=-1; 10005)",False,0,,EPartFunctionTag::NONE,True,,True,False,False,,None
13120000341,13120000341,150341,150341,1150341,0,0,0,150341,2,0,0,None,,,"(BuffText=%s%s%s, Params=None; 45; 10034)","(BuffText=%s%s%s, Params=None; 45; 10034)","(BuffText=%s%s%s, Params=None; 45; 10034)","(BuffText=%s%s, Params=-4; 10006)","(BuffText=%s%s, Params=-4; 10006)","(BuffText=%s%s, Params=-3; 10006); (BuffText=%s%s, Params=-1; 10007); (BuffText=%s%s, Params=-1; 10008); (BuffText=%s%s, Params=-1; 10083); (BuffText=%s%s, Params=-1; 10056)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000342,13120000342,150342,150342,1150342,0,0,0,150342,2,0,0,None,,,"(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+8; 10069); (BuffText=%s%s, Params=+6; 10070)","(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+8; 10069); (BuffText=%s%s, Params=+6; 10070)","(BuffText=%s%s%s, Params=None; 30; 10034); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+8; 10069); (BuffText=%s%s, Params=+6; 10070)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000343,13120000343,150343,150343,1150343,0,0,0,150343,2,0,0,None,,,"(BuffText=%s%s%s, Params=None; 45; 10034); (BuffText=%s%s, Params=+8; 100106); (BuffText=%s%s, Params=+6; 100107)","(BuffText=%s%s%s, Params=None; 45; 10034); (BuffText=%s%s, Params=+8; 100106); (BuffText=%s%s, Params=+6; 100107)","(BuffText=%s%s%s, Params=None; 45; 10034); (BuffText=%s%s, Params=+8; 100106); (BuffText=%s%s, Params=+6; 100107)","(BuffText=%s%s, Params=-4; 10006)","(BuffText=%s%s, Params=-4; 10006)","(BuffText=%s%s, Params=-5; 10006); (BuffText=%s%s, Params=-2; 10007); (BuffText=%s%s, Params=-2; 10083); (BuffText=%s%s, Params=-2; 10056)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000344,13120000344,150344,150344,1150344,0,0,0,150344,3,0,0,None,,,"(BuffText=%s%s%s, Params=None; 75; 10034)","(BuffText=%s%s%s, Params=None; 75; 10034)","(BuffText=%s%s%s, Params=None; 75; 10034)","(BuffText=%s%s, Params=-8; 10006)","(BuffText=%s%s, Params=-8; 10006)","(BuffText=%s%s, Params=-6; 10006); (BuffText=%s%s, Params=-2; 10007); (BuffText=%s%s, Params=-2; 10083); (BuffText=%s%s, Params=-2; 10056)",True,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13420000002,13420000002,660002,660002,1660002,0,0,0,660002,0,0,0,None,,,"(BuffText=%s%s, Params=+4; 10081)","(BuffText=%s%s, Params=+4; 10081)","(BuffText=%s%s, Params=+4; 10081)","(BuffText=%s%s, Params=-6; 10005); (BuffText=%s%s, Params=-2; 10008); (BuffText=%s%s, Params=-2; 10083); (BuffText=%s%s, Params=-2; 10056)","(BuffText=%s%s, Params=-6; 10005); (BuffText=%s%s, Params=-2; 10008); (BuffText=%s%s, Params=-2; 10083); (BuffText=%s%s, Params=-2; 10056)","(BuffText=%s%s, Params=-4; 10005); (BuffText=%s%s, Params=-2; 10008); (BuffText=%s%s, Params=-3; 10083); (BuffText=%s%s, Params=-3; 10056); (BuffText=%s%s, Params=-3; 100103)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
