RowName,BehaviorScoreName,ScoreName,ScoreNameExt,Category,ScoreBoardCategoryType,ScoreBoardContributionType,TLogCategoryType,bIsVoluntarily,ShowText,ShowTextColor,PlayerNameColor,Score,MedalScore,TournamentScore,Icon,IconColor,Audio,Condition,ScoreBoardType,Notation,IntValue1,IntValue2,IntValue3,FloatValue1,FloatValue2,FloatValue3,ScoreBoardCategoryTypeArray1,AvailableMode,AvailableWeapon,AnimName,WeaponUpgradeMultiplier,AccountUpgradeMultiplier,bCheckAntiBrush,AntiBrushDuration,AntiBrushCount,AntiBrushCD,bIsDifferentCamp,AttackerMultiplier,DefenderMultiplier,AILabType,RowDescription
Combat_Hit,Combat_Hit,EScoreName::EHitPlayerCharacter,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::EKill,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",1,1,1,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,玩家对敌人造成伤害每滴血,EScoreBoardType::ENone,仅敌人，载具有“命中载具”,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,1,1,False,0,0,0,False,1,1,3,None
Logistical_Lastdeploy,None,EScoreName::EReDeployOnLastMan,None,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,有一个队友重新部署在你的位置， 而你是小队中最后一个活着的队员,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
Logistical_Pointdeploy,None,EScoreName::RebornFlag,None,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::ELogistics,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,队友部署在玩家放的信标,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,12,None
Target_Neutraltarget,Target_Neutraltarget,EScoreName::ECaptured2Neutral,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",,中和一个被敌方占领的目标；被对方完全占领后，才可再次触发；攻守双方都可获得,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,17,None
Target_Claimtargetsuccess,Target_Claimtargetsuccess,EScoreName::ECaptured,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",25,25,25,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,占领完一个目标的一瞬间；被对方中和后，才可再次触发；攻守双方都可获得,EScoreBoardType::ECap,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Conquest; EDFMGamePlayMode::GamePlayMode_Breakthrough,,None,0,1,False,0,0,0,False,1,1,10,None
Target_Claimarea,Target_Claimarea,EScoreName::ECapturedSector,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,False,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",100,100,100,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,占领了当前区域的一瞬间；仅攻方可获得,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,10,None
Target_Claimwaypoint,Target_Claimwaypoint,EScoreName::EStickToTheGoal,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,持续呆在己方占领点内（点内敌人≥X），每隔X秒；攻守双方都可获得,EScoreBoardType::ENone,1为点内敌人，2为时间,1,2,1,0,0,0,,EDFMGamePlayMode::GamePlayMode_Conquest; EDFMGamePlayMode::GamePlayMode_Breakthrough,,None,0,1,False,0,0,0,False,1,1,4,None
Target_Claimtarget,Target_Claimtarget,EScoreName::ECaptureProgress,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,占领目标过程中（每X秒）；攻守双方都可获得,EScoreBoardType::ENone,时间配置,0,0,0,1,0,0,,EDFMGamePlayMode::GamePlayMode_Conquest; EDFMGamePlayMode::GamePlayMode_Breakthrough,,None,0,1,False,0,0,0,False,1,1,10,None
Target_Rebornpointdefend,Target_Rebornpointdefend,EScoreName::EDefendCapPointKill,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",25,25,25,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,杀死靠近我方占领点的敌人,EScoreBoardType::ENone,攻守双方都可获得,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,4,None
Row_None_6,Target_CampClaimtargetsuccess,EScoreName::ECapturedByCamp,None,目标,EScoreBoardCategoryType::ECapture,EScoreBoardContributionType::ECaptureContrib,EBehaviorScoreTLogCategoryType::ECapture,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",50,50,50,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,None,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,10,None
Row_None_8,None,EScoreName::ERequestCompleted,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ERescueContrib,EBehaviorScoreTLogCategoryType::ERescue,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",5,5,5,(),"(R=1, G=1, B=1, A=1)",,濒死求救请求需在救援完成后才触发,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
Row_None_7,None,EScoreName::EMarkEnemy,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EKill,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",5,5,5,(),"(R=1, G=1, B=1, A=1)",,None,EScoreBoardType::ENone,,0,0,0,10,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,11,None
SOLCombat_Kill,None,EScoreName::ENormalKill,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=0.423268, B=0.07036, A=1)",100,100,100,(),"(R=1, G=1, B=1, A=1)",,玩家使用枪械未爆头击杀敌人,EScoreBoardType::EKill,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,0,1,False,0,0,0,False,1,1,9,None
SOLCombat_HeadshotKill,None,EScoreName::EHeadKill,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=0.423268, B=0.07036, A=1)",120,120,120,(),"(R=1, G=0.423268, B=0.07036, A=1)",,玩家使用枪械爆头击杀敌人,EScoreBoardType::EKill,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,1.2,1,False,0,0,0,False,1,1,8,None
SOLCombat_Knockdown,None,EScoreName::ENormalKnockDown,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=0.423268, B=0.07036, A=1)",100,100,100,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,玩家使用枪械未爆头，击倒敌人,EScoreBoardType::EKill,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,0,1,False,0,0,0,False,1,1,11,None
SOLCombat_Headshotdown,None,EScoreName::EHeadKnockDown,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=0.423268, B=0.07036, A=1)",120,120,120,(),"(R=1, G=0.423267, B=0.07036, A=1)",UI_BF_MP_Score_Normal,玩家使用枪械爆头击倒敌人,EScoreBoardType::EKill,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,1.2,1,False,0,0,0,False,1,1,11,None
SOLLogistical_Rescue,None,EScoreName::ERescue,None,后勤,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=0.187821, G=0.89627, B=0.366253, A=1)",100,100,100,(),"(R=1, G=1, B=1, A=1)",UI_Rescue_Confirm,救助SOL同小队队友,EScoreBoardType::ERescue,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,0,1,False,0,0,0,False,1,1,5,None
SOLCombat_Assitskill,None,EScoreName::EAssistKill,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=0.423268, B=0.07036, A=1)",120,120,120,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,玩家使用枪械爆头击杀敌人,EScoreBoardType::EKill,浮点数值3为获得助攻的时间限制,0,0,0,1,99,300,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,0,1,False,0,0,0,False,1,1,1,None
SOLCombat_Assitdown,None,EScoreName::EAssistKnockDown,None,战斗,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ENone,EBehaviorScoreTLogCategoryType::ENone,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=0.423268, B=0.07036, A=1)",120,120,120,(),"(R=1, G=1, B=1, A=1)",UI_BF_MP_Score_Normal,协助击倒敌人,EScoreBoardType::EKill,只读取浮点数1，即最小值,0,0,0,1,99,30,,EDFMGamePlayMode::GamePlayMode_SOL; EDFMGamePlayMode::GamePlayMode_Raid,,None,0,1,False,0,0,0,False,1,1,11,None
Operator_DestroyUAV,None,EScoreName::EGunner_Resonate,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerShepherd,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,使用无人机共振摧毁敌方无人机时触发,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,16,None
Operator_DestroyTrap,None,EScoreName::EGunner_ResonateMine,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerShepherd,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用无人机共振摧毁敌方声波陷阱时触发,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,16,None
Operator_Dye_0,None,EScoreName::C301LauncherKill,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultWolf,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用手炮击杀敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_1,None,EScoreName::C301LauncherDestroyVehicle,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultWolf,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,使用手炮摧毁载具,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_2,None,EScoreName::C301SuperSprintKill,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultWolf,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,超载模式中击杀敌人,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_3,None,EScoreName::C301SuperSprintAssist,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultWolf,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,超载模式中助攻,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_4,None,EScoreName::C301SmokeAssist,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmMedicBee,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",0,0,0,(),"(R=1, G=1, B=1, A=1)",,在烟雾弹中助攻,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_5,None,EScoreName::C301SmokeRescue,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ERescueContrib,EBehaviorScoreTLogCategoryType::EArmMedicBee,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",0,0,0,(),"(R=1, G=1, B=1, A=1)",,烟雾弹中有友方被救援,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,14,None
Operator_Dye_6,None,EScoreName::C201SupportWeaponHit,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ERescueContrib,EBehaviorScoreTLogCategoryType::EArmMedicBee,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",5,5,5,(),"(R=1, G=1, B=1, A=1)",,使用激素枪命中友方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,14,None
Operator_Dye_7,None,EScoreName::C201ColorSmokeBuff,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ERescueContrib,EBehaviorScoreTLogCategoryType::EArmMedicBee,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",0,0,0,(),"(R=1, G=1, B=1, A=1)",,染色烟雾给友方挂上buff,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,14,None
Operator_Dye_8,None,EScoreName::C201HealthEffect,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ERescueContrib,EBehaviorScoreTLogCategoryType::EArmMedicBee,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,产生治疗效果额外加分,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,14,None
Operator_Dye_10,None,EScoreName::C301SmokeRescue,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ERescueContrib,EBehaviorScoreTLogCategoryType::EArmMedicBee,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",0,0,0,(),"(R=1, G=1, B=1, A=1)",,烟雾弹中有友方被救援,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,14,None
Operator_Dye_12,None,EScoreName::ElectricArrowHit,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",13,13,13,(),"(R=1, G=1, B=1, A=1)",,使用电击箭电击敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_13,None,EScoreName::ElectricArrowKill,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用电击箭电死敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_14,None,EScoreName::ElectricArrowDestroyVehicle,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,使用电击箭摧毁敌方载具,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_15,None,EScoreName::ProxSensorMark,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用侦察箭探测敌方（每次标记触发）,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,1,0,1,False,0,0,0,False,1,1,16,None
Operator_Dye_16,None,EScoreName::ProxSensorArrowAssist,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",40,40,40,(),"(R=1, G=1, B=1, A=1)",,被标记敌方5s内被击杀,EScoreBoardType::EAssist,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,16,None
Operator_Dye_17,None,EScoreName::ArrowHit,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,使用电击箭或侦察箭命中敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_18,None,EScoreName::ArrowKill,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmReconLuna,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,使用电击箭或侦察箭命中击杀敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_20,None,EScoreName::C401MineKill,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerShepherd,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",40,40,40,(),"(R=1, G=1, B=1, A=1)",,使用声波陷阱击杀敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_21,None,EScoreName::C401MineActivated,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerShepherd,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",20,20,20,(),"(R=1, G=1, B=1, A=1)",,部署的声波陷阱被触发,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_22,None,EScoreName::C302KnockBack,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultDragon,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用虎蹲炮击倒敌方（每击倒一个触发一次）,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_23,None,EScoreName::C302KnockBackBeKill,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultDragon,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",40,40,40,(),"(R=1, G=1, B=1, A=1)",,被击倒的敌方被击杀（无论是不是击杀者，技能释放者得分）,EScoreBoardType::EAssist,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_24,None,EScoreName::WeaponKillCharacter,21010000009,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultDragon,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",40,40,40,(),"(R=1, G=1, B=1, A=1)",,使用磁吸炸弹击杀敌方,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_25,None,EScoreName::C302C4Assist,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmAssaultDragon,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,使用磁吸炸弹击杀助攻,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,15,None
Operator_Dye_26,None,EScoreName::EGunner_Attack,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerShepherd,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",30,30,30,(),"(R=1, G=1, B=1, A=1)",,无人机声波命中敌人,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,16,None
Operator_Dye_27,None,EScoreName::EGunner_Defend,None,兵种,EScoreBoardCategoryType::ENone,EScoreBoardContributionType::ETacticsContrib,EBehaviorScoreTLogCategoryType::EArmEngineerShepherd,True,,"(R=1, G=1, B=1, A=1)","(R=1, G=1, B=1, A=1)",10,10,10,(),"(R=1, G=1, B=1, A=1)",,无人机声波反制侦察箭,EScoreBoardType::ENone,,0,0,0,0,0,0,,EDFMGamePlayMode::GamePlayMode_Breakthrough; EDFMGamePlayMode::GamePlayMode_Conquest,,None,0,1,False,0,0,0,False,1,1,16,None
