RowName,ID,Name,MapLevelStr,MapName,MapID,Area,LockLocation,LockCoord,Durability,Description,BehindTheDoor,Mechanic,Rank,KeySpawnLocation,ConnectionRelation
15050500017,15050500017,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500018,15050500018,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500019,15050500019,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500020,15050500020,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050501001,15050501001,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501002,15050501002,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501003,15050501003,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501004,15050501004,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501005,15050501005,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501006,15050501006,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501007,15050501007,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501008,15050501008,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501009,15050501009,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501010,15050501010,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501011,15050501011,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501012,15050501012,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501013,15050501013,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501014,15050501014,,Tide,,88,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15050501015,15050501015,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501016,15050501016,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501017,15050501017,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501018,15050501018,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501019,15050501019,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050501020,15050501020,,Tide,,88,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050600001,15050600001,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050600002,15050600002,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050600003,15050600003,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050600004,15050600004,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050600005,15050600005,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050600006,15050600006,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050600007,15050600007,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050601001,15050601001,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050601002,15050601002,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050601003,15050601003,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050601004,15050601004,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050601005,15050601005,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050601006,15050601006,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050601007,15050601007,,AZ-5,,89,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15059900001,15059900001,,,,0,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059900002,15059900002,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059900003,15059900003,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059900004,15059900004,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059900005,15059900005,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059900006,15059900006,,Tide,,88,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059900007,15059900007,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",100,,,0,0,,
15059900008,15059900008,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",100,,,0,0,,
15059900009,15059900009,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",100,,,0,0,,
15059900010,15059900010,,Tide,,88,,,"(X=0, Y=0, Z=0)",100,,,0,0,,
15059901001,15059901001,,,,0,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059901002,15059901002,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059901003,15059901003,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059901004,15059901004,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059901005,15059901005,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15059901006,15059901006,,Tide,,88,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
