RowName,HeadDamagesReduction,DamageHeadDamagesReduction,MaxHP,HPDamageSet,BorderTexturePath,SurfaceTexturePath,HelmetMeshPtr,HelmetMaterialPtr,DamageTexturePaths,DamageImageSizeScale,HelmetBreakAudioPath,HelmetPostMaterialPtr,BorderSizeScale,HelmetPostMaterialPtr_HighQuality,FaceMaskDistance,DistanceCurve,HeadsetId,PerformanceScore,bHasNightVisionGoggles,NightVisionBorderTexturePath,NightVisionMaskBPPaths,FadeInAnim_UI,FadeOutAnim_UI,FadeInFloatParams,FadeinTime,FadeOutFloatParams,FadeoutTime,bHideMaskOn,ItemId,ProtectionPart,ArmorLevel,bUseNewArmorLevelConfig,ArmorLevelConfig,ProtectionPartText,BaseProtectionPartText,BitmaskProtectionPart,DisableParts,MaxDurability,DamagedDurabilityRate,MaxArmorValue,DamageMaxArmorValue,DamageArmorLevel,AttributeOperateIDs,BuffOps,DurabilityFormula,DurabilityReductionRepair,RepairPricePerDurability,BaseRepairPrice,RepairDurabilityRatio,RepairArmorRate,DurabilityReductionRepairInGame,RepairRatioInGame,BitmaskExceptionProtectionPart,DurabilityReductionRepairInGameStr,bUseMaxDurabilityCurve,MaxDurabilityCurve,bInRange,RowDescription
11010006002,0,0,50,40; 30; 20; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10010,0,False,(),,None,None,,0,,0,False,11010006002,Helmet6,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,55,1,55,55,6,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,4,1649,1649,0.18,1,0.16,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=46.2, MaxDurabilityPercent=0.84); (TotalRepairedDurability=81.509705, MaxDurabilityPercent=0.6419946); (TotalRepairedDurability=104.37384, MaxDurabilityPercent=0.41571164); (TotalRepairedDurability=114.86373, MaxDurabilityPercent=0.19072525); (TotalRepairedDurability=116.1268, MaxDurabilityPercent=0.022964887); (TotalRepairedDurability=117, MaxDurabilityPercent=0))",True,None
11010006003,0,0,10000,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10011,0,False,(),,None,None,,0,,0,False,11010006003,Helmet4,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,50,1,50,50,6,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010103, AttributeOperateIDs=); (BuffId=902004, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,6,1735,1735,0.2,1,0.1,,42,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=45, MaxDurabilityPercent=0.9); (TotalRepairedDurability=83.44091, MaxDurabilityPercent=0.76881826); (TotalRepairedDurability=113.64869, MaxDurabilityPercent=0.6041556); (TotalRepairedDurability=134.22469, MaxDurabilityPercent=0.41151986); (TotalRepairedDurability=144.80879, MaxDurabilityPercent=0.21168204); (TotalRepairedDurability=147.19745, MaxDurabilityPercent=0.04777325); (TotalRepairedDurability=148, MaxDurabilityPercent=0))",True,None
11010006004,0,0,50,40; 30; 20; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10012,0,False,(),,None,None,,0,,0,False,11010006004,Helmet4,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,60,1,60,60,6,,"(BuffId=901003, AttributeOperateIDs=(AttributeOpId=900010013, Value=0.1)); (BuffId=9010108, AttributeOperateIDs=); (BuffId=902002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=903001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,7,1562,1562,0.24,1,0.07,,26,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=55.8, MaxDurabilityPercent=0.93); (TotalRepairedDurability=105.93535, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=148.6503, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=182.07172, MaxDurabilityPercent=0.5608666); (TotalRepairedDurability=204.66035, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=216.0843, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=218.47952, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=219, MaxDurabilityPercent=0))",True,None
11010004005,0,0,9999,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1.5,(),"(AssetPath=None, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=None, SubPath=)",10006,0,False,(),,None,None,,0,,0,False,11010004005,Helmet3,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,48,1,48,48,4,,"(BuffId=901004, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,4,404,404,0.5,1,0.1,,26,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=43.2, MaxDurabilityPercent=0.9); (TotalRepairedDurability=80.10328, MaxDurabilityPercent=0.76881826); (TotalRepairedDurability=109.102745, MaxDurabilityPercent=0.6041556); (TotalRepairedDurability=128.8557, MaxDurabilityPercent=0.41151986); (TotalRepairedDurability=139.01643, MaxDurabilityPercent=0.21168204); (TotalRepairedDurability=141.30956, MaxDurabilityPercent=0.04777325); (TotalRepairedDurability=142, MaxDurabilityPercent=0))",False,None
11010002005,0,0,50,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",0,0,True,(),"(Key=EPerfGearQualityLevel::EQuality_Low, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_Medium, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_High, Value=WBP_Skill_NightVision_C)",Anim_MP_In,Anim_MP_Out,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight.Effect_AnimationCurve_NightVision_BlackWeight, SubPath=))",0.6,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight_Out.Effect_AnimationCurve_NightVision_BlackWeight_Out, SubPath=))",0.4,True,11010002005,Helmet2,2,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,20,1,20,20,2,,,1002,2,143,143,0.7,1,0.06,,2,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=18.8, MaxDurabilityPercent=0.94); (TotalRepairedDurability=35.966805, MaxDurabilityPercent=0.8583402); (TotalRepairedDurability=50.964745, MaxDurabilityPercent=0.749897); (TotalRepairedDurability=63.188087, MaxDurabilityPercent=0.61116725); (TotalRepairedDurability=72.06419, MaxDurabilityPercent=0.44380528); (TotalRepairedDurability=77.27618, MaxDurabilityPercent=0.260599); (TotalRepairedDurability=79.1315, MaxDurabilityPercent=0.092766); (TotalRepairedDurability=80, MaxDurabilityPercent=0))",False,None
11010003006,0,0,50,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",10003,0,True,(),"(Key=EPerfGearQualityLevel::EQuality_Low, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_Medium, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_High, Value=WBP_Skill_NightVision_C)",Anim_In,Anim_Out,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight.Effect_AnimationCurve_NightVision_BlackWeight, SubPath=))",0.6,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight_Out.Effect_AnimationCurve_NightVision_BlackWeight_Out, SubPath=))",0.4,False,11010003006,Helmet2,3,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,34,1,34,34,3,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010101, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902002, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,3,248,248,0.6,1,0.13,,10,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=29.58, MaxDurabilityPercent=0.87); (TotalRepairedDurability=53.52558, MaxDurabilityPercent=0.70428175); (TotalRepairedDurability=70.71243, MaxDurabilityPercent=0.5054957); (TotalRepairedDurability=80.57283, MaxDurabilityPercent=0.29001173); (TotalRepairedDurability=83.850586, MaxDurabilityPercent=0.09640441); (TotalRepairedDurability=84, MaxDurabilityPercent=0))",False,None
11010004007,0,0,999,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",10005,0,True,(),"(Key=EPerfGearQualityLevel::EQuality_Low, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_Medium, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_High, Value=WBP_Skill_NightVision_C)",Anim_In,Anim_Out,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight.Effect_AnimationCurve_NightVision_BlackWeight, SubPath=))",0.6,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight_Out.Effect_AnimationCurve_NightVision_BlackWeight_Out, SubPath=))",0.4,False,11010004007,Helmet2,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,35,1,35,35,4,,"(BuffId=901002, AttributeOperateIDs=); (BuffId=902005, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902011, AttributeOperateIDs=)",1002,3,587,587,0.56,1,0.15,,10,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=29.75, MaxDurabilityPercent=0.85); (TotalRepairedDurability=52.937714, MaxDurabilityPercent=0.6625061); (TotalRepairedDurability=68.50107, MaxDurabilityPercent=0.44466737); (TotalRepairedDurability=76.252174, MaxDurabilityPercent=0.22146003); (TotalRepairedDurability=77.76593, MaxDurabilityPercent=0.043250117); (TotalRepairedDurability=78, MaxDurabilityPercent=0))",False,None
11010005009,0,0,50,40; 30; 20; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10009,0,True,(),"(Key=EPerfGearQualityLevel::EQuality_Low, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_Medium, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_High, Value=WBP_Skill_NightVision_C)",Anim_In,Anim_Out,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight.Effect_AnimationCurve_NightVision_BlackWeight, SubPath=))",0.6,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight_Out.Effect_AnimationCurve_NightVision_BlackWeight_Out, SubPath=))",0.4,False,11010005009,Helmet6,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,50,1,50,50,5,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,6,824,824,0.25,1,0.07,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=46.5, MaxDurabilityPercent=0.93); (TotalRepairedDurability=88.27946, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=123.87525, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=151.72643, MaxDurabilityPercent=0.55702347); (TotalRepairedDurability=170.5503, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=180.07025, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=182.06627, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=183, MaxDurabilityPercent=0))",True,None
11010006007,0,0,50,40; 30; 20; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10010,0,True,(),"(Key=EPerfGearQualityLevel::EQuality_Low, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_Medium, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_High, Value=WBP_Skill_NightVision_C)",Anim_In,Anim_Out,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight.Effect_AnimationCurve_NightVision_BlackWeight, SubPath=))",0.6,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight_Out.Effect_AnimationCurve_NightVision_BlackWeight_Out, SubPath=))",0.4,False,11010006007,Helmet6,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,55,1,55,55,6,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,4,1649,1649,0.18,1,0.16,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=46.2, MaxDurabilityPercent=0.84); (TotalRepairedDurability=81.509705, MaxDurabilityPercent=0.6419946); (TotalRepairedDurability=104.37384, MaxDurabilityPercent=0.4142); (TotalRepairedDurability=114.86373, MaxDurabilityPercent=0.19072525); (TotalRepairedDurability=116.1268, MaxDurabilityPercent=0.022964887); (TotalRepairedDurability=117, MaxDurabilityPercent=0))",True,None
11010005010,0,0,20,15; 10; 5; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10009,0,True,(),"(Key=EPerfGearQualityLevel::EQuality_Low, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_Medium, Value=WBP_Skill_NightVision_Low_C); (Key=EPerfGearQualityLevel::EQuality_High, Value=WBP_Skill_NightVision_C)",Anim_In,Anim_Out,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight.Effect_AnimationCurve_NightVision_BlackWeight, SubPath=))",0.6,"(Key=BlackWeight, Value=(AssetPath=/Game/Effects/Common/Curves/Effect_AnimationCurve_NightVision_BlackWeight_Out.Effect_AnimationCurve_NightVision_BlackWeight_Out, SubPath=))",0.4,False,11010005010,Helmet6,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,20,1,50,50,5,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=902001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,6,824,824,0.25,1,0.07,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=18.6, MaxDurabilityPercent=0.93); (TotalRepairedDurability=35.311783, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=49.550102, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=60.69057, MaxDurabilityPercent=0.55702347); (TotalRepairedDurability=68.220116, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=72.02811, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=72.82651, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=74, MaxDurabilityPercent=0))",True,None
11010006005,0,0,50,40; 30; 20; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10010,0,False,(),,None,None,,0,,0,False,11010006005,Helmet6,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,6,1,55,55,6,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,4,1007,1007,0.18,1,0.16,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=5.04, MaxDurabilityPercent=0.84); (TotalRepairedDurability=8.891968, MaxDurabilityPercent=0.6419946); (TotalRepairedDurability=11.386237, MaxDurabilityPercent=0.41571164); (TotalRepairedDurability=12.530589, MaxDurabilityPercent=0.19072525); (TotalRepairedDurability=12.668378, MaxDurabilityPercent=0.022964887); (TotalRepairedDurability=14, MaxDurabilityPercent=0))",True,None
11010005011,0,0,75,60; 50; 40; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10008,0,False,(),,None,None,,0,,0,False,11010005011,Helmet6,5,True,"(BaseArmorType=EBaseArmorType::Helmet, GlobalArmorLevel=0, PartNames=(PartType=EArmorPartType::FrontHead, ArmorLevel=5); (PartType=EArmorPartType::FrontHeadDown, ArmorLevel=5); (PartType=EArmorPartType::TopHead, ArmorLevel=5))",,,0,EEquipmentPart::TopOfHead,75,1,50,50,5,,"(BuffId=9010105, AttributeOperateIDs=); (BuffId=902004, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902011, AttributeOperateIDs=)",1002,6,915,915,0.25,1,0.07,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=69.75, MaxDurabilityPercent=0.93); (TotalRepairedDurability=132.41919, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=185.81288, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=227.58965, MaxDurabilityPercent=0.55702347); (TotalRepairedDurability=255.82544, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=270.10538, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=273.0994, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=275, MaxDurabilityPercent=0))",True,None
