---,BulletId,InitSpeedFor1P,InitSpeedFor3P,ZeroGravityDistance,AirDragFactor,GravityParam,FlyMode,Radius,MaxDistance,ValidDistance,AttenModes,AttenDistances,AttenRates,SpeedInWaterFactor,WaterDragFactor,bSupportPenetrating,PenetratingPow,bSupportPenetratingWater,bDetectByAPS,BulletBPClass
57,1701,32000,32000,0,0.0012,9.8,PhysicSimulate,1,50000,800,"(BlendMode_Dest,BlendMode_Dest)","(2800,5600)","(0.8,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
58,1303,40000,40000,0,0.0012,9.8,PhysicSimulate,1,50000,800,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(2240,3360,42000)","(0.62,0.33,0.1)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
59,1501,90000,90000,0,0.0012,9.8,PhysicSimulate,1,50000,5000,(BlendMode_Dest),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
60,1801,14000,14000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_BP.WeaponPhysicsBulletRPG_BP_C
61,1802,30000,30000,2000,0,10,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP.WeaponM1Tank_BP_C
62,1803,8000,8000,0,0,9.8,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponPhysicsSmokeBullet.BP_WeaponPhysicsSmokeBullet_C
63,1804,13000,13000,6000,0,6,PhysicSimulate,2,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletAT4_BP.WeaponPhysicsBulletAT4_BP_C
64,1805,30000,30000,5000,0,5,PhysicSimulate,3,40000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
65,1806,7000,7000,0,0,9.8,PhysicSimulate,2,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileStingerMissile.BP_WeaponProjectileStingerMissile_C
狙击步枪,1601,80000,80000,0,0,9.8,PhysicSimulate,1,100000,10000,"(BlendMode_Dest,BlendMode_Dest)","(28000,300000)","(0.9,0.8)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
66,2000,30000,30000,0,0,0,PhysicSimulate,1,10000,10000,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/MedicalSoldier/101/BP_WeaponBulletSupport.BP_WeaponBulletSupport_C
67,2001,2000,2000,0,0,9.8,PhysicSimulate,1,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProejctileFireArrow.BP_WeaponProejctileFireArrow_C
68,2002,100000,100000,0,0,0,PhysicSimulate,1,50000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/Scout/C201/BP_WeaponBullet_PenetratingSniper.BP_WeaponBullet_PenetratingSniper_C
69,2003,7000,7000,0,0,9.8,PhysicSimulate,1,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_SmokeArrow.BP_SmokeArrow_C
70,1807,5000,5000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponVehicleAAMissile.BP_WeaponVehicleAAMissile_C
71,1808,90000,90000,15000,0,50,PhysicSimulate,3,45000,20000,"(BlendMode_Dest,BlendMode_Dest)","(30000,45000)","(0.7,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_BP_30mmcannon.WeaponPhysicsBulletRPG_BP_30mmcannon_C
固定武器-2,1809,100000,100000,0,0.0012,8,PhysicSimulate,10,100000,70000,(BlendMode_Dest),(100000),(0.6),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_BP_AA.WeaponPhysicsBulletRPG_BP_AA_C
73,1810,25000,25000,5000,0,10,PhysicSimulate,10,100000,7500,"(BlendMode_Dest,BlendMode_Dest)","(12500,300000)","(0.5,0.2)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP_3.WeaponM1Tank_BP_3_C
74,1811,3600,3600,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_BP.WeaponPhysicsBulletRPG_BP_C
75,2004,7000,7000,0,0,9.8,PhysicSimulate,1,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_ExplosiveArrow.BP_ExplosiveArrow_C
76,1812,70000,70000,0,0,9.8,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileStingerMissile.BP_WeaponProjectileStingerMissile_C
77,1813,90000,90000,0,0,5,PhysicSimulate,3,70000,70000,"(BlendMode_Dest,BlendMode_Dest)","(70000,100000)","(0.9,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
78,1814,80000,80000,0,0.003,9.8,PhysicSimulate,1,100000,5000,"(BlendMode_Dest,BlendMode_Dest)","(10000,300000)","(0.843,0.737)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
79,1815,10000,10000,10000,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
80,1816,70000,70000,0,0.0012,9.8,PhysicSimulate,10,100000,30000,(BlendMode_Dest),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponBulletGuidedRocket.BP_WeaponBulletGuidedRocket_C
81,1817,70000,70000,0,0.0012,9.8,PhysicSimulate,10,100000,30000,(BlendMode_Dest),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
82,1818,50000,50000,0,0.0012,10,PhysicSimulate,1,100000,5000,"(BlendMode_Dest,BlendMode_Dest)","(5000,300000)","(0.8,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
83,1819,15000,15000,0,0.01,10,PhysicSimulate,10,30000,10000,"(BlendMode_Dest,BlendMode_Dest)","(20000,300000)","(0.7,0.5)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponBulletTrailFX_LAV_Howitzer_BP.WeaponBulletTrailFX_LAV_Howitzer_BP_C
84,1820,8000,8000,1000,0,50,PhysicSimulate,10,30000,10000,"(BlendMode_Dest,BlendMode_Dest)","(20000,300000)","(0.7,0.5)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponBulletTrailFX_Mortarshell_BP.WeaponBulletTrailFX_Mortarshell_BP_C
85,2005,6000,6000,0,0,4,PhysicSimulate,1,50000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/Scout/C201/BP_WeaponBullet_FireArrow.BP_WeaponBullet_FireArrow_C
86,2006,6000,6000,0,0,4,PhysicSimulate,1,50000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Ability/Scout/C201/BP_WeaponBullet_ProxSensorArrow.BP_WeaponBullet_ProxSensorArrow_C
固定武器-3,1821,30000,30000,0,0.0012,12,PhysicSimulate,10,100000,30000,(BlendMode_Dest),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_BP_SceneShoreGun.WeaponPhysicsBulletRPG_BP_SceneShoreGun_C
74_0,1822,3600,3600,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletRPG_Intro_BP.WeaponPhysicsBulletRPG_Intro_BP_C
89,1823,90000,90000,15000,0,9.8,PhysicSimulate,3,100000,20000,"(BlendMode_Dest,BlendMode_Dest)","(30000,300000)","(0.7,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponCannonBullet_BP.WeaponCannonBullet_BP_C
2001,2007,2900,2900,0,0,0,PhysicSimulate,1,10000,10000,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Ability/MedicalSoldier/101/BP_WeaponBulletKnockback.BP_WeaponBulletKnockback_C
91,1824,10000,10000,2000,0,5,PhysicSimulate,3,30000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
92,1825,2500,2500,7000,0,34.3,PhysicSimulate,3,100000,0,(),(),(),0.8,0,False,100,True,True,/Game/BluePrints/Ability/Engineers/BP_GuidedCruiseMissile.BP_GuidedCruiseMissile_C
93,1826,20000,20000,2000,0,10,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP.WeaponM1Tank_BP_C
94,1827,70000,70000,5000,0,15,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP.WeaponM1Tank_BP_C
95,1828,30000,30000,0,0.01,3,PhysicSimulate,10,50000,20000,"(BlendMode_Dest,BlendMode_Dest)","(30000,50000)","(0.9,0.8)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileStrikeVehicle.BP_WeaponProjectileStrikeVehicle_C
96,1829,15000,15000,0,0.01,10,PhysicSimulate,10,30000,10000,"(BlendMode_Dest,BlendMode_Dest)","(20000,300000)","(0.7,0.5)",0.5,0,False,100,False,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileIncendiary.BP_WeaponProjectileIncendiary_C
97,1830,6000,6000,500,0,9.8,PhysicSimulate,3,30000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileHowziter.BP_WeaponProjectileHowziter_C
98,1831,10000,10000,0,0,9.8,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileIntelligentStingerMissile.BP_WeaponProjectileIntelligentStingerMissile_C
99,1832,50000,50000,0,0,5,PhysicSimulate,10,70000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/WeaponBP/WeaponVehicle/WeaponBulletRocket_BP.WeaponBulletRocket_BP_C
100,1833,50000,50000,5000,0,10,PhysicSimulate,10,100000,20000,"(BlendMode_Dest,BlendMode_Dest)",(100000),(0.83333),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP_3.WeaponM1Tank_BP_3_C
101,1834,60000,60000,0,0.0012,10,PhysicSimulate,1,50000,7500,"(BlendMode_Dest,BlendMode_Dest)","(12500,50000)","(0.6,0.45)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
102,1835,80000,80000,0,0,9.8,PhysicSimulate,10,100000,50000,"(BlendMode_Dest,BlendMode_Dest)","(70000,100000)","(0.9,0.7)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
103,1836,25000,25000,5000,0,10,PhysicSimulate,10,100000,10000,"(BlendMode_Dest,BlendMode_Dest)","(20000,300000)","(0.7,0.5)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP_3.WeaponM1Tank_BP_3_C
104,1837,15000,15000,5000,0,10,PhysicSimulate,10,100000,10000,"(BlendMode_Dest,BlendMode_Dest)","(20000,300000)","(0.7,0.5)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponM1Tank_BP_3.WeaponM1Tank_BP_3_C
105,1838,3000,3000,500,0,20,PhysicSimulate,10,30000,10000,"(BlendMode_Dest,BlendMode_Dest)","(20000,300000)","(0.7,0.5)",0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponBulletTrailFX_Mortarshell_BP.WeaponBulletTrailFX_Mortarshell_BP_C
106,1839,5000,5000,0,0,9.8,PhysicSimulate,2,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_DelayHomingStingerMissile.BP_DelayHomingStingerMissile_C
107,1840,80000,80000,10000,0,5,PhysicSimulate,1,50000,4000,"(BlendMode_Dest,BlendMode_Dest)","(7000,10000)","(0.9,0.85)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
108,1841,50000,50000,10000,0,9.8,PhysicSimulate,1,50000,6500,"(BlendMode_Dest,BlendMode_Dest)","(8000,9500)","(0.95,0.9)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
109,1842,5000,5000,0,0,0,PhysicSimulate,3,100000,0,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponVehicleAAMissile_2.BP_WeaponVehicleAAMissile_2_C
110,1843,80000,80000,10000,0,5,PhysicSimulate,1,35000,2500,"(BlendMode_Dest,BlendMode_Dest)","(5000,10000)","(0.6875,0.625)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
111,1844,50000,50000,10000,0,9.8,PhysicSimulate,1,50000,6500,"(BlendMode_Dest,BlendMode_Dest)","(8000,9500)","(0.95,0.9)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
112,1845,2000,2000,0,0,9.8,PhysicSimulate,10,100000,0,(),(),(),0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/BP_WeaponProjectileRCVMissile.BP_WeaponProjectileRCVMissile_C
霰弹枪1-1_0,21304,40000,40000,0,0,9.8,PhysicSimulate,1,100000,1000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(1500,2000,100000)","(0.6,0.4,0.2)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
霰弹枪2-2_0,21305,40000,40000,0,0,9.8,PhysicSimulate,1,100000,800,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(1200,1800,100000)","(0.75,0.6,0.2)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
霰弹枪1-1_1,21301,40000,40000,0,0,9.8,PhysicSimulate,1,10000,400,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(800,1200,2000,10000)","(0.8,0.6,0.2,0.1)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
霰弹枪1-1_2,21302,40000,40000,0,0,9.8,PhysicSimulate,1,100000,400,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(800,1200,2000,100000)","(0.8,0.6,0.2,0.1)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
2008,2008,30000,30000,0,0,0,PhysicSimulate,1,10000,10000,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Ability/MedicalSoldier/101/BP_WeaponBulletKnockback.BP_WeaponBulletKnockback_C
2009,2009,30000,30000,0,0,0,PhysicSimulate,1,10000,10000,(),(),(),0.5,0,False,100,True,True,/Game/BluePrints/Ability/MedicalSoldier/101/BP_WeaponBulletKnockback.BP_WeaponBulletKnockback_C
突击步枪4-1_0,21113,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,5000,7000,100000)","(0.85,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪4-2_0,21137,33000,33000,2500,0,9.8,PhysicSimulate,1,100000,2000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3000,5000,7000,100000)","(0.85,0.75,0.65,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪4-2_1,211371,45000,45000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.75,0.65,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪4-3_0,21140,45000,45000,1500,0,9.8,PhysicSimulate,1,100000,2500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3500,5500,7500,100000)","(0.75,0.65,0.55,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪4-4_0,21142,50000,50000,1500,0,9.8,PhysicSimulate,1,100000,2500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3500,4500,5500,100000)","(0.9,0.85,0.65,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪3-1_0,21115,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.9,0.8,0.7,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪3-2_0,21118,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪3-3_0,21101,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,2500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.75,0.65,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪2-1_0,21106,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪2-2_0,21108,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.85,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪2-3_0,21117,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.85,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪2-4_0,21138,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.75,0.65,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪1-1_0,21131,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪1-2_0,21114,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.7,0.6,0.55)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
突击步枪1-3_0,21110,50000,50000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
战斗步枪4-1_0,21112,45000,45000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
战斗步枪4-1_1,211121,50000,50000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
【正式武器攻防】突击步枪4-7,21116,60000,60000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
【正式武器攻防】突击步枪4-8,21145,52500,52500,2500,0,9.8,PhysicSimulate,1,100000,2500,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(3500,4500,5500,100000)","(0.8,0.7,0.65,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
战斗步枪3-1_0,21505,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,2700,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
战斗步枪3-2_0,21121,63000,63000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.8,0.7,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
战斗步枪2-1_0,21123,63000,63000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.9,0.75,0.6,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
战斗步枪2-2_0,21124,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,3000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(4000,6000,8000,100000)","(0.85,0.7,0.55,0.5)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
轻机枪4-1_0,21403,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.78,0.63,0.53,0.48)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
轻机枪3-1_0,21402,55000,55000,2500,0,9.8,PhysicSimulate,1,100000,4000,"(BlendMode_Dest,BlendMode_Dest,BlendMode_Dest,BlendMode_Dest)","(5000,7000,9000,100000)","(0.85,0.75,0.65,0.6)",0.5,0,False,100,True,False,/Game/BluePrints/Weapons/Common/Bullet/Projectile/WeaponPhysicsBulletReal_BP.WeaponPhysicsBulletReal_BP_C
